"","OrganismCode","Taxname","Lifestage","Level","Phylum","Class","Order","Family","Genus","Species"
"279",5792,"Chironomidae","Larva","Family","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA
"280",5460,"Chironomidae","Larva","Family","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA
"281",5410,"Chironomidae","Larva","Family","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA
"282",5990,"Chironomidae","Larva","Family","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA
"283",5995,"Chironomidae","Larva","Family","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA
"284",5800,"Chironomidae","Larva","Family","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA
"285",5989,"Chironomidae","Larva","Family","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA
"286",5515,"Chironomidae","Larva","Family","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA
"287",5810,"Chironomidae","Larva","Family","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA
"288",5820,"Chironomidae","Larva","Family","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA
"289",5518,"Chironomidae","Larva","Family","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA
"290",5519,"Chironomidae","Larva","Family","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA
"291",5830,"Chironomidae","Larva","Family","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA
"292",5850,"Chironomidae","Larva","Family","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA
"293",5851,"Chironomidae","Larva","Family","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA
"294",5526,"Chironomidae","Larva","Family","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA
"295",5855,"Chironomidae","Larva","Family","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA
"296",5996,"Chironomidae","Larva","Family","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA
"297",5430,"Chironomidae","Larva","Family","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA
"298",5520,"Chironomidae","Larva","Family","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA
"299",5525,"Chironomidae","Larva","Family","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA
"300",5997,"Chironomidae","Larva","Family","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA
"301",5527,"Chironomidae","Larva","Family","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA
"302",5860,"Chironomidae","Larva","Family","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA
"303",6023,"Empididae","Larva","Family","Arthropoda","Insecta","Diptera","Empididae",NA,NA
"304",6030,"Ephydridae","Larva","Family","Arthropoda","Insecta","Diptera","Ephydridae",NA,NA
"305",6035,"Ephydridae","Larva","Family","Arthropoda","Insecta","Diptera","Ephydridae",NA,NA
"306",6021,"Psychodidae","Larva","Family","Arthropoda","Insecta","Diptera","Psychodidae",NA,NA
"307",6025,"Tipulidae","Larva","Family","Arthropoda","Insecta","Diptera","Tipulidae",NA,NA
"308",6024,"Tipulidae","Larva","Family","Arthropoda","Insecta","Diptera","Tipulidae",NA,NA
"309",5010,"Baetidae","Larva","Family","Arthropoda","Insecta","Ephemeroptera","Baetidae",NA,NA
"310",5020,"Baetidae","Larva","Family","Arthropoda","Insecta","Ephemeroptera","Baetidae",NA,NA
"311",5025,"Baetidae","Larva","Family","Arthropoda","Insecta","Ephemeroptera","Baetidae",NA,NA
"312",5026,"Baetidae","Larva","Family","Arthropoda","Insecta","Ephemeroptera","Baetidae",NA,NA
"313",5070,"Ephemeridae","Undifferentiated","Family","Arthropoda","Insecta","Ephemeroptera","Ephemeridae",NA,NA
"314",5090,"Leptohyphidae","Larva","Family","Arthropoda","Insecta","Ephemeroptera","Leptohyphidae",NA,NA
"315",5190,"Corixidae","Adult","Family","Arthropoda","Insecta","Hemiptera","Corixidae",NA,NA
"316",5210,"Corixidae","Adult","Family","Arthropoda","Insecta","Hemiptera","Corixidae",NA,NA
"317",5170,"Naucoridae","Larva","Family","Arthropoda","Insecta","Hemiptera","Naucoridae",NA,NA
"318",5155,"Perlodidae","Larva","Family","Arthropoda","Insecta","Plecoptera","Perlodidae",NA,NA
"319",5230,"Hydropsychidae","Larva","Family","Arthropoda","Insecta","Trichoptera","Hydropsychidae",NA,NA
"320",5234,"Hydroptilidae","Larva","Family","Arthropoda","Insecta","Trichoptera","Hydroptilidae",NA,NA
"321",5235,"Hydroptilidae","Larva","Family","Arthropoda","Insecta","Trichoptera","Hydroptilidae",NA,NA
"322",5236,"Hydroptilidae","Larva","Family","Arthropoda","Insecta","Trichoptera","Hydroptilidae",NA,NA
"323",5240,"Leptoceridae","Larva","Family","Arthropoda","Insecta","Trichoptera","Leptoceridae",NA,NA
"324",5241,"Leptoceridae","Larva","Family","Arthropoda","Insecta","Trichoptera","Leptoceridae",NA,NA
"325",5242,"Leptoceridae","Larva","Family","Arthropoda","Insecta","Trichoptera","Leptoceridae",NA,NA
"326",5245,"Psychomyiidae","Undifferentiated","Family","Arthropoda","Insecta","Trichoptera","Psychomyiidae",NA,NA
"327",5300,"Dytiscidae","Larva","Family","Arthropoda","Insecta","Coleoptera","Dytiscidae",NA,NA
"328",5312,"Hydrophilidae","Larva","Family","Arthropoda","Insecta","Coleoptera","Hydrophilidae",NA,NA
"329",5313,"Hydrophilidae","Larva","Family","Arthropoda","Insecta","Coleoptera","Hydrophilidae",NA,NA
"330",5314,"Hydrophilidae","Larva","Family","Arthropoda","Insecta","Coleoptera","Hydrophilidae",NA,NA
"331",5305,"Noteridae","Larva",NA,NA,NA,NA,NA,NA,NA
"332",6028,"Stratiomyidae","Larva",NA,NA,NA,NA,NA,NA,NA
"333",5060,"Ephemerellidae","Larva","Family","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae",NA,NA
"334",4770,"Melita","Adult","Genus","Arthropoda","Malacostraca","Amphipoda","Hadzioidea","Melita",NA
"335",1000,"Hydra","Adult","Genus","Cnidaria","Hydrozoa","Hydrida","Hydridae","Hydra",NA
"336",6295,"Hydrachnidia","Adult","Order","Arthropoda","Arachnida","Hydrachnidia",NA,NA,NA
"337",6228,"Hydrachnidia","Adult","Order","Arthropoda","Arachnida","Hydrachnidia",NA,NA,NA
"338",6227,"Hydrachnidia","Adult","Order","Arthropoda","Arachnida","Hydrachnidia",NA,NA,NA
"339",6229,"Hydrachnidia","Adult","Order","Arthropoda","Arachnida","Hydrachnidia",NA,NA,NA
"340",6230,"Hydrachnidia","Adult","Order","Arthropoda","Arachnida","Hydrachnidia",NA,NA,NA
"341",6250,"Hydrachnidia","Adult","Order","Arthropoda","Arachnida","Hydrachnidia",NA,NA,NA
"342",6265,"Hydrachnidia","Adult","Order","Arthropoda","Arachnida","Hydrachnidia",NA,NA,NA
"343",6260,"Hydrachnidia","Adult","Order","Arthropoda","Arachnida","Hydrachnidia",NA,NA,NA
"344",6270,"Hydrachnidia","Adult","Order","Arthropoda","Arachnida","Hydrachnidia",NA,NA,NA
"345",6290,"Hydrachnidia","Adult","Order","Arthropoda","Arachnida","Hydrachnidia",NA,NA,NA
"346",6293,"Arachnida","Undifferentiated",NA,NA,NA,NA,NA,NA,NA
"347",4520,"Ampelisca abdita","Adult","Species","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","Ampelisca abdita"
"348",4524,"Ampithoe","Adult","Genus","Arthropoda","Malacostraca","Amphipoda","Ampithoidae","Ampithoe",NA
"349",4745,"Eogammarus","Adult","Genus","Arthropoda","Malacostraca","Amphipoda","Anisogammaridae","Eogammarus",NA
"350",4830,"Amphipoda","Adult","Order","Arthropoda","Malacostraca","Amphipoda",NA,NA,NA
"351",4835,"Amphipoda","Adult","Order","Arthropoda","Malacostraca","Amphipoda",NA,NA,NA
"352",4580,"Monocorophium","Adult","Genus","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Monocorophium",NA
"353",4740,"Crangonyx","Adult","Genus","Arthropoda","Malacostraca","Amphipoda","Crangonycitidae","Crangonyx",NA
"354",4505,"Amphipoda","Adult","Order","Arthropoda","Malacostraca","Amphipoda",NA,NA,NA
"355",4810,"Hyalella","Adult","Genus","Arthropoda","Malacostraca","Amphipoda","Hyalellidae","Hyalella",NA
"356",4230,"Cumacea","Undifferentiated","Order","Arthropoda","Malacostraca","Cumacea",NA,NA,NA
"357",4210,"Cumacea","Undifferentiated","Order","Arthropoda","Malacostraca","Cumacea",NA,NA,NA
"358",4910,"Pacifastacus","Adult","Genus","Arthropoda","Malacostraca","Decapoda","Astacidae","Pacifastacus",NA
"359",4925,"Decapoda","Undifferentiated","Order","Arthropoda","Malacostraca","Decapoda",NA,NA,NA
"360",4945,"Decapoda","Undifferentiated","Order","Arthropoda","Malacostraca","Decapoda",NA,NA,NA
"361",4943,"Decapoda","Undifferentiated","Order","Arthropoda","Malacostraca","Decapoda",NA,NA,NA
"362",4944,"Decapoda","Undifferentiated","Order","Arthropoda","Malacostraca","Decapoda",NA,NA,NA
"363",4947,"Decapoda","Undifferentiated","Order","Arthropoda","Malacostraca","Decapoda",NA,NA,NA
"364",4941,"Decapoda","Undifferentiated","Order","Arthropoda","Malacostraca","Decapoda",NA,NA,NA
"365",4942,"Decapoda","Undifferentiated","Order","Arthropoda","Malacostraca","Decapoda",NA,NA,NA
"366",4890,"Crangon","Adult","Genus","Arthropoda","Malacostraca","Decapoda","Crangonidae","Crangon",NA
"367",4892,"Crangon","Adult","Genus","Arthropoda","Malacostraca","Decapoda","Crangonidae","Crangon",NA
"368",4880,"Decapoda","Undifferentiated","Order","Arthropoda","Malacostraca","Decapoda",NA,NA,NA
"369",4990,"Decapoda","Undifferentiated","Order","Arthropoda","Malacostraca","Decapoda",NA,NA,NA
"370",4935,"Decapoda","Undifferentiated","Order","Arthropoda","Malacostraca","Decapoda",NA,NA,NA
"371",4949,"Decapoda","Undifferentiated","Order","Arthropoda","Malacostraca","Decapoda",NA,NA,NA
"372",4980,"Decapoda","Undifferentiated","Order","Arthropoda","Malacostraca","Decapoda",NA,NA,NA
"373",4981,"Decapoda","Undifferentiated","Order","Arthropoda","Malacostraca","Decapoda",NA,NA,NA
"374",4930,"Decapoda","Undifferentiated","Order","Arthropoda","Malacostraca","Decapoda",NA,NA,NA
"375",4940,"Decapoda","Undifferentiated","Order","Arthropoda","Malacostraca","Decapoda",NA,NA,NA
"376",4970,"Decapoda","Undifferentiated","Order","Arthropoda","Malacostraca","Decapoda",NA,NA,NA
"377",4350,"Isopoda","Undifferentiated","Order","Arthropoda","Malacostraca","Isopoda",NA,NA,NA
"378",4370,"Isopoda","Undifferentiated","Order","Arthropoda","Malacostraca","Isopoda",NA,NA,NA
"379",4111,"Mysidae","Undifferentiated","Family","Arthropoda","Malacostraca","Mysida","Mysidae",NA,NA
"380",5330,"Diptera","Larva","Order","Arthropoda","Insecta","Diptera",NA,NA,NA
"381",6026,"Diptera","Larva","Order","Arthropoda","Insecta","Diptera",NA,NA,NA
"382",6040,"Diptera","Larva","Order","Arthropoda","Insecta","Diptera",NA,NA,NA
"383",6022,"Diptera","Larva","Order","Arthropoda","Insecta","Diptera",NA,NA,NA
"384",5110,"Diptera","Larva","Order","Arthropoda","Insecta","Diptera",NA,NA,NA
"385",5111,"Diptera","Larva","Order","Arthropoda","Insecta","Diptera",NA,NA,NA
"386",5030,"Heptageniidae","Larva","Family","Arthropoda","Insecta","Ephemoroptera","Heptageniidae",NA,NA
"387",5050,"Leptophlebiidae","Larva",NA,NA,NA,NA,NA,NA,NA
"388",5125,"Pseudironidae","Larva","Family","Arthropoda","Insecta","Ephemeroptera","Pseudironidae",NA,NA
"389",5225,"Sisyridae","Larva","Family","Arthropoda","Insecta","Neuroptera","Sisyridae",NA,NA
"390",5140,"Diptera","Larva","Order","Arthropoda","Insecta","Diptera",NA,NA,NA
"391",5130,"Gomphidae","Larva","Family","Arthropoda","Insecta","Odonata","Gomphidae",NA,NA
"392",5132,"Libellulidae","Larva","Family","Arthropoda","Insecta","Odonata","Libellulidae",NA,NA
"393",5226,"Brachycentridae","Larva",NA,NA,NA,NA,NA,NA,NA
"394",5311,"Gyrinidae","Larva","Family","Arthropoda","Insecta","Coleoptera","Gyrinidae",NA,NA
"395",5243,"Philopotamidae","Larva",NA,NA,NA,NA,NA,NA,NA
"396",6225,"Pycnogonida","Undifferentiated",NA,NA,NA,NA,NA,NA,NA
"397",6224,"Pycnogonida","Undifferentiated",NA,NA,NA,NA,NA,NA,NA
"398",6223,"Pycnogonida","Undifferentiated",NA,NA,NA,NA,NA,NA,NA
"399",6226,"Pycnogonida","Undifferentiated",NA,NA,NA,NA,NA,NA,NA
"400",7000,"Ascidacea","Undifferentiated",NA,NA,NA,NA,NA,NA,NA
"401",6999,"Ascidacea","Undifferentiated",NA,NA,NA,NA,NA,NA,NA
"402",1001,NA,"Undifferentiated",NA,NA,NA,NA,NA,NA,NA
"403",1005,NA,"Undifferentiated",NA,NA,NA,NA,NA,NA,NA
"404",8000,"Echinodermata","Undifferentiated",NA,NA,NA,NA,NA,NA,NA
"405",2000,"Nematomorpha","Undifferentiated",NA,NA,NA,NA,NA,NA,NA
"406",0,NA,"Undifferentiated",NA,NA,NA,NA,NA,NA,NA
"407",7501,"Phoronida","Undifferentiated",NA,NA,NA,NA,NA,NA,NA
"408",7500,"Phoronida","Undifferentiated",NA,NA,NA,NA,NA,NA,NA
"409",1010,"Turbellaria","Adult","Class","Platyhelminthes","Turbellaria",NA,NA,NA,NA
"410",1020,"Turbellaria","Adult","Class","Platyhelminthes","Turbellaria",NA,NA,NA,NA
"411",1030,"Turbellaria","Adult","Class","Platyhelminthes","Turbellaria",NA,NA,NA,NA
"412",1050,"Turbellaria","Adult","Class","Platyhelminthes","Turbellaria",NA,NA,NA,NA
"413",1080,"Turbellaria","Adult","Class","Platyhelminthes","Turbellaria",NA,NA,NA,NA
"414",1085,"Turbellaria","Adult","Class","Platyhelminthes","Turbellaria",NA,NA,NA,NA
"415",1086,"Turbellaria","Adult","Class","Platyhelminthes","Turbellaria",NA,NA,NA,NA
"416",1090,"Turbellaria","Adult","Class","Platyhelminthes","Turbellaria",NA,NA,NA,NA
"417",1091,"Turbellaria","Adult","Class","Platyhelminthes","Turbellaria",NA,NA,NA,NA
"418",1092,"Turbellaria","Adult","Class","Platyhelminthes","Turbellaria",NA,NA,NA,NA
"419",1093,"Turbellaria","Adult","Class","Platyhelminthes","Turbellaria",NA,NA,NA,NA
"420",1094,"Turbellaria","Adult","Class","Platyhelminthes","Turbellaria",NA,NA,NA,NA
"421",1095,"Turbellaria","Adult","Class","Platyhelminthes","Turbellaria",NA,NA,NA,NA
"422",4506,"Amphipoda","Adult","Order","Arthropoda","Malacostraca","Amphipoda",NA,NA,NA
"423",4529,"Amphipoda","Adult","Order","Arthropoda","Malacostraca","Amphipoda",NA,NA,NA
"424",4720,"Amphipoda","Adult","Order","Arthropoda","Malacostraca","Amphipoda",NA,NA,NA
"425",4710,"Amphipoda","Adult","Order","Arthropoda","Malacostraca","Amphipoda",NA,NA,NA
"426",4711,"Amphipoda","Adult","Order","Arthropoda","Malacostraca","Amphipoda",NA,NA,NA
"427",4730,"Amphipoda","Adult","Order","Arthropoda","Malacostraca","Amphipoda",NA,NA,NA
"428",4731,"Amphipoda","Adult","Order","Arthropoda","Malacostraca","Amphipoda",NA,NA,NA
"429",4540,"Amphipoda","Adult","Order","Arthropoda","Malacostraca","Amphipoda",NA,NA,NA
"430",4715,"Amphipoda","Adult","Order","Arthropoda","Malacostraca","Amphipoda",NA,NA,NA
"431",4716,"Amphipoda","Adult","Order","Arthropoda","Malacostraca","Amphipoda",NA,NA,NA
"432",4250,"Amphipoda","Adult","Order","Arthropoda","Malacostraca","Amphipoda",NA,NA,NA
"433",4229,"Amphipoda","Adult","Order","Arthropoda","Malacostraca","Amphipoda",NA,NA,NA
"434",3999,"Cyclopoida","Adult","Order","Arthropoda","Copepoda","Cyclopoida",NA,NA,NA
"435",4000,"Cyclopoida","Adult","Order","Arthropoda","Copepoda","Cyclopoida",NA,NA,NA
"436",4315,"Isopoda","Adult","Order","Arthropoda","Malacostraca","Isopoda",NA,NA,NA
"437",4320,"Isopoda","Adult","Order","Arthropoda","Malacostraca","Isopoda",NA,NA,NA
"438",4400,"Isopoda","Adult","Order","Arthropoda","Malacostraca","Isopoda",NA,NA,NA
"439",4309,"Isopoda","Adult","Order","Arthropoda","Malacostraca","Isopoda",NA,NA,NA
"440",4310,"Isopoda","Adult","Order","Arthropoda","Malacostraca","Isopoda",NA,NA,NA
"441",4390,"Isopoda","Adult","Order","Arthropoda","Malacostraca","Isopoda",NA,NA,NA
"442",4939,"Decapoda","Adult","Order","Arthropoda","Malacostraca","Decapoda",NA,NA,NA
"443",4337,"Isopoda","Adult","Order","Arthropoda","Malacostraca","Isopoda",NA,NA,NA
"444",4150,"Tanaidacea","Undifferentiated","Order","Arthropoda","Malacostraca","Tanaidacea",NA,NA,NA
"445",1210,"Nematoda","Adult","Phylum","Nematoda",NA,NA,NA,NA,NA
"446",1230,"Nematoda","Adult","Phylum","Nematoda",NA,NA,NA,NA,NA
"447",1290,"Nematoda","Adult","Phylum","Nematoda",NA,NA,NA,NA,NA
"448",1220,"Nematoda","Adult","Phylum","Nematoda",NA,NA,NA,NA,NA
"449",1200,"Nematoda","Adult","Phylum","Nematoda",NA,NA,NA,NA,NA
"450",1110,"Nemertea","Undifferentiated","Phylum","Nemertea",NA,NA,NA,NA,NA
"451",1130,"Nemertea","Undifferentiated","Phylum","Nemertea",NA,NA,NA,NA,NA
"452",1150,"Nemertea","Undifferentiated","Phylum","Nemertea",NA,NA,NA,NA,NA
"453",1151,"Nemertea","Undifferentiated","Phylum","Nemertea",NA,NA,NA,NA,NA
"454",4510,"Ampelisca abdita","Adult","Species","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","Ampelisca abdita"
"455",4525,"Ampithoe valida","Adult","Species","Arthropoda","Malacostraca","Amphipoda","Ampithoidae","Ampithoe","Ampithoe valida"
"456",4670,"Grandidierella japonica","Adult","Species","Arthropoda","Malacostraca","Amphipoda","Aoridae","Grandidierella","Grandidierella japonica"
"457",4610,"Americorophium spinicorne","Adult","Species","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Americorophium","Americorophium spinicorne"
"458",4630,"Americorophium stimpsoni","Adult","Species","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Americorophium","Americorophium stimpsoni"
"459",4530,"Monocorophium acherusicum","Adult","Species","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Monocorophium","Monocorophium acherusicum"
"460",4570,"Monocorophium insidiosum","Adult","Species","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Monocorophium","Monocorophium insidiosum"
"461",4550,"Sinocorophium alienense","Adult","Species","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Sinocorophium","Sinocorophium alienense"
"462",4560,"Sinocorophium heteroceratum","Adult","Species","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Sinocorophium","Sinocorophium heteroceratum"
"463",4750,"Gammarus daiberi","Adult","Species","Arthropoda","Malacostraca","Amphipoda","Gammaridae","Gammarus","Gammarus daiberi"
"464",4860,"Exopalaemon modestus","Adult","Species","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Exopalaemon","Exopalaemon modestus"
"465",4870,"Palaemon macrodactylus","Adult","Species","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemon","Palaemon macrodactylus"
"466",4950,"Rhithropanopeus harrisii","Adult","Species","Arthropoda","Malacostraca","Decapoda","Panopeidae","Rhithropanopeus","Rhithropanopeus harrisii"
"467",4105,"Alienacanthomysis macropsis","Adult","Species","Arthropoda","Malacostraca","Mysida","Mysidae","Alienacanthomysis","Alienacanthomysis macropsis"
"468",4100,"Hyperacanthomysis longirostris","Adult","Species","Arthropoda","Malacostraca","Mysida","Mysidae","Hyperacanthomysis","Hyperacanthomysis longirostris"
"469",4109,"Neomysis kadiakensis","Adult","Species","Arthropoda","Malacostraca","Mysida","Mysidae","Neomysis","Neomysis kadiakensis"
"470",4110,"Neomysis mercedis","Adult","Species","Arthropoda","Malacostraca","Mysida","Mysidae","Neomysis","Neomysis mercedis"
"471",4101,"Orientomysis aspera","Adult","Species","Arthropoda","Malacostraca","Mysida","Mysidae","Orientomysis","Orientomysis aspera"
"472",6890,"Potamocorbula amurensis","Adult","Species","Mollusca","Bivalvia","Myoida","Corbulidae","Potamocorbula","Potamocorbula amurensis"
"473",6730,"Corbicula fluminea","Adult","Species","Mollusca","Bivalvia","Veneroida","Corbiculidae","Corbicula","Corbicula fluminea"
