Project,Year,Survey,Month,Date,Station,Time,TowDuration,Region,TideCode,DepthBottom,CondSurf,PPTSurf,CondBott,PPTBott,TempSurf,TempBottom,Secchi,Turbidity,Microcystis,TotalMeter,MeterEstimate,Volume,ACARTELA,ACARTIA,DIAPTOM,EURYTEM,OTHCALAD,PDIAPFOR,PDIAPMAR,SINOCAL,TORTANUS,ALLCALADULTS,ACANTHO,LIMNOSPP,LIMNOSINE,LIMNOTET,OITHDAV,OITHSIM,OITHSPP,OTHCYCAD,ALLCYCADULTS,HARPACT,EURYJUV,OTHCALJUV,PDIAPJUV,SINOCALJUV,ASINEJUV,ACARJUV,DIAPTJUV,TORTJUV,ALLCALJUV,LIMNOJUV,OITHJUV,OTHCYCJUV,ALLCYCJUV,EURYNAUP,OTHCOPNAUP,PDIAPNAUP,SINONAUP,ALLCOPNAUP,BOSMINA,DAPHNIA,DIAPHAN,OTHCLADO,ALLCLADOCERA,ASPLANCH,KERATELA,OTHROT,POLYARTH,SYNCH,TRICHO,ALLROTIFERS,BARNNAUP,CRABZOEA,OSTRACOD,CUMAC
STN,2010,5,8,8/12/2010,706,11:20,10,Lower Sacramento River,2,10.1,143,0.06,145,0.06,20.5,NA,58,18.1,1,16767,N,5.1,3.7,0,0,0,0,1138.2,0,231.4,0,1373.3,0,0,0,0,0,0,0,3.7,3.7,41,0,0,2347.2,104.5,0,0,0,0,2451.7,0,0,29.9,29.9,0,0,78.4,0,78.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STN,2010,5,8,8/12/2010,707,10:25,10,Lower Sacramento River,2,10.1,127,0.05,131,0.05,20.5,NA,51,23.6,1,17952,N,5.5,0,0,3.3,0,0,2630.8,0,308.9,0,2943,6.5,0,0,0,0,0,0,6.5,13,78,0,0,3583.6,61.8,0,0,0,0,3645.4,0,0,9.8,9.8,0,0,139.8,3.3,143.1,0,0,0,9.8,9.8,0,0,0,0,0,0,0,0,0,0,0
STN,2010,5,8,8/12/2010,711,9:44,10,Sacramento River,2,4,126,0.05,157,0.07,19.9,NA,97,11.3,1,18615,N,5.7,0,0,10.1,0,0,137.8,0,0,0,147.9,0,0,3.4,0,0,0,0,0,3.4,0,0,0,63.9,3.4,0,0,3.4,0,70.6,0,0,40.3,40.3,0,0,50.4,0,50.4,16.8,0,0,47.1,63.9,0,0,0,0,0,0,0,0,0,10.1,0
STN,2010,5,8,8/12/2010,801,9:50,10,Lower San Joaquin,2,6.1,2958,1.52,3023,1.55,19.2,NA,41,19.3,2,21125,N,6.4,109.6,0,0,0,0,453.2,0,0,0,562.8,0,0,0,23.7,3,0,0,3,29.6,23.7,0,0,216.2,3,32.6,0,0,0,251.8,0,0,8.9,8.9,0,3,32.6,0,35.5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8.9,0
STN,2010,5,8,8/12/2010,804,12:58,10,Lower San Joaquin,2,12.5,845,0.4,785,0.37,21,NA,71,10.1,2,20888,N,6.3,18,0,0,0,0,506.2,0,0,0,524.2,0,0,0,9,0,0,0,0,9,12,0,0,2917.6,9,44.9,0,0,0,2971.5,0,0,0,0,0,6,721.9,0,727.9,6,0,9,41.9,56.9,0,0,0,0,0,0,0,0,0,24,0
STN,2010,5,8,8/12/2010,812,8:35,10,Lower San Joaquin,2,10.7,415,0.18,416,0.19,20.2,NA,87,11.1,1,19653,N,6,3.2,0,0,0,0,977.4,0,9.6,0,990.1,3.2,0,0,12.7,0,0,0,3.2,19.1,12.7,0,0,4469.9,28.7,15.9,0,0,0,4514.5,0,0,15.9,15.9,0,0,238.8,0,238.8,22.3,0,12.7,35,70,0,0,0,0,0,0,0,0,0,3.2,3.2
STN,2010,5,8,8/12/2010,815,7:55,10,Lower San Joaquin,4,11.6,243,0.1,248,0.11,20.6,NA,109,6.7,2,18762,N,5.7,0,0,0,0,0,586.9,0,26.7,0,613.6,0,0,0,0,0,0,0,6.7,6.7,0,3.3,0,3611.7,46.7,6.7,0,0,0,3668.4,0,0,10,10,0,0,256.8,0,256.8,10,0,26.7,70,106.7,0,0,0,0,0,0,0,0,0,3.3,0
STN,2010,5,8,8/12/2010,906,7:15,10,San Joaquin River,4,12.5,171,0.07,170,0.07,21.4,NA,151,3.7,2,18023,N,5.5,0,0,3.5,0,0,2062.1,0,41.7,0,2107.3,0,0,0,3.5,0,0,0,17.4,20.8,0,17.4,0,8116.6,34.7,0,0,0,0,8168.7,0,0,66,66,0,0,1100.5,6.9,1107.4,90.3,3.5,295.1,149.3,538.1,0,0,3.5,0,0,0,3.5,0,0,3.5,0
STN,2010,5,8,8/12/2010,919,6:29,10,Mokelumne River,1,7.9,136,0.06,137,0.06,21,NA,149,3.7,1,18310,N,5.6,0,0,0,0,0,795.7,0,0,0,795.7,0,0,0,0,0,0,0,9.8,9.8,0,0,0,1139.9,0,0,0,2.4,0,1142.3,0,0,53.7,53.7,0,0,227,0,227,70.8,2.4,48.8,90.3,212.4,0,0,0,0,0,0,0,0,0,53.7,0
STN,2010,6,8,8/23/2010,405,13:23,10,Suisun Bay (Carquinez St.),4,2.7,18040,10.64,19570,11.62,20.4,NA,47,17.2,1,21513,N,6.5,0,17.5,0,0,0,0,23.3,0,2.9,43.6,0,0,0,5.8,212.3,0,0,0,218.1,23.3,0,2.9,64,0,2.9,61.1,0,151.2,282.1,0,0,0,0,0,183.2,0,0,183.2,0,0,2.9,0,2.9,0,0,0,0,0,0,0,1175,0,20.4,5.8
STN,2010,6,8,8/23/2010,418,12:36,10,Suisun Bay (Mothball),4,10.4,13320,7.65,16100,9.4,22.4,NA,75,8.9,1,20057,N,6.1,99,0,0,0,0,11.6,14.6,2.9,55.3,183.4,0,0,0,573.4,180.5,0,0,0,753.8,17.5,0,0,49.5,0,90.2,2.9,0,101.9,244.5,20.4,0,0,20.4,0,119.3,0,0,119.3,0,0,0,0,0,0,0,0,0,0,0,0,369.6,0,2.9,0
STN,2010,6,8,8/23/2010,602,11:34,10,Suisun Bay (Grizzly),4,1.5,10280,5.78,10110,5.68,19.9,NA,53,26.8,2,19787,N,6,30,0,0,0,0,12,0,0,16.6,58.6,0,0,0,34.6,12,0,0,0.7,47.3,8,1.3,0,6.7,0,86.5,0,0,62.6,157.1,0,0,0.7,0.7,0,95.2,1.3,0.7,97.2,0,0,0,0,0,0,0,0.7,0,0,0,0.7,195.7,2.7,0.7,2.7
STN,2010,6,8,8/23/2010,606,10:19,10,Suisun Bay (Mont. Sl.),3,6.7,7540,4.14,8560,4.75,20.6,NA,48,18.8,1,21160,N,6.4,163.1,0,0,2.5,0,306.3,0,1.2,17.4,490.5,0,0,0,5,1.2,0,0,0,6.2,2.5,2.5,0,414.6,1.2,273.9,0,0,2.5,694.7,0,0,1.2,1.2,0,104.6,75.9,1.2,181.8,0,0,0,0,0,0,0,0,0,0,0,0,53.5,17.4,2.5,0
STN,2010,6,8,8/23/2010,609,9:07,10,Suisun Bay (Mont. Sl.),3,7.9,6180,3.34,6190,3.35,19.8,NA,35,33,1,20400,N,6.2,79.7,0,0,0,0,282.2,0,0,0,361.9,0,0,0,49.1,0,0,0,0,49.1,18.4,15.3,0,573.5,0,128.8,0,0,0,717.7,0,0,15.3,15.3,0,392.6,174.8,0,567.4,0,0,0,0,0,0,0,0,0,0,0,0,457,98.1,27.6,3.1
STN,2010,6,8,8/23/2010,610,7:59,10,Suisun Bay (Mont. Sl.),2,3.7,6020,3.25,6040,3.26,19.4,NA,41,29.9,1,20827,N,6.3,42.1,0,0,0,0,36.1,0,0,9,87.1,6,0,0,12,0,0,0,0,18,15,36.1,0,63.1,0,12,0,0,3,114.2,0,0,12,12,0,48.1,6,0,54.1,0,0,0,48.1,48.1,0,0,63.1,0,0,0,63.1,174.2,27,12,0
STN,2010,6,8,8/23/2010,809,6:44,10,Lower San Joaquin,2,14,1001,0.47,1024,0.49,20.2,NA,87,8.6,2,18431,N,5.6,91.7,0,0,0,0,1812.8,0,0,0,1904.5,0,0,0,0,0,0,0,6.8,6.8,17,0,0,2250.7,3.4,17,0,3.4,0,2274.5,0,0,3.4,3.4,0,3.4,129,0,132.4,0,0,6.8,13.6,20.4,0,0,0,0,0,0,0,0,0,3.4,0
STN,2010,6,8,8/23/2010,902,8:00,10,Old River,2,8.8,416,0.19,426,0.19,21,NA,200,2.4,2,17166,N,5.2,0,0,3.6,0,0,1414.2,0,3.6,0,1421.5,0,0,0,0,0,0,0,40.1,40.1,0,0,0,2963.3,3.6,7.3,0,0,0,2974.3,0,0,43.7,43.7,0,0,342.6,0,342.6,43.7,14.6,21.9,185.9,266.1,0,0,0,0,0,0,0,0,0,134.9,0
STN,2010,6,8,8/23/2010,910,12:40,10,South Delta,2,11.6,358,0.16,347,0.15,24,NA,104,10.7,2,18382,N,5.6,0,0,0,18.8,0,395,0,15.7,0,429.5,0,0,6.3,0,0,0,0,0,6.3,3.1,216.3,0,7339.3,166.2,0,0,0,0,7721.7,0,0,125.4,125.4,0,40.8,1617.7,25.1,1683.5,119.1,0,1968.8,97.2,2185.2,0,0,3.1,0,0,0,3.1,0,0,0,0
STN,2010,6,8,8/23/2010,912,11:39,10,South Delta,4,11.6,497,0.22,478,0.22,24.8,NA,87,16.8,2,19442,N,5.9,0,0,0,9.7,0,765.9,0,16.1,0,791.7,6.4,0,0,0,0,0,0,0,6.4,0,38.6,0,5123.4,74,0,0,0,0,5236.1,0,0,637.2,637.2,0,9.7,460.2,0,469.9,263.9,6.4,1602.7,51.5,1924.5,0,0,0,0,0,0,0,0,0,9.7,0
STN,2010,6,8,8/23/2010,914,10:40,10,South Delta,4,9.8,199,0.08,201,0.09,22.3,NA,200,5.7,2,18666,N,5.7,0,0,0,13.2,0,2745.6,0,46.3,0,2805.1,0,0,0,0,0,0,0,6.6,6.6,0,72.8,0,15150.3,191.9,0,0,0,0,15414.9,0,0,105.9,105.9,0,13.2,2672.8,46.3,2732.3,172,19.8,992.4,1541.5,2725.7,0,0,6.6,0,0,0,6.6,0,0,19.8,0
STN,2010,6,8,8/23/2010,915,8:41,10,South Delta,2,8.8,362,0.16,374,0.17,21.3,NA,194,2.5,2,18501,N,5.6,0,0,0,3.4,0,1346,0,0,0,1349.4,0,0,0,0,0,0,0,16.9,16.9,0,6.8,0,5252.1,47.3,0,0,0,0,5306.2,0,0,30.4,30.4,0,3.4,531,6.8,541.1,84.5,0,135.3,284.1,503.9,0,0,6.8,0,0,0,6.8,0,0,16.9,0
STN,2010,6,8,8/23/2010,918,9:30,10,South Delta,4,7.9,320,0.14,324,0.14,21.9,NA,175,3.5,2,18431,N,5.6,0,0,6.8,3.4,0,655.2,0,3.4,0,668.8,0,0,0,0,0,0,0,10.2,10.2,0,6.8,0,4946.2,27.2,0,0,0,0,4980.1,0,0,37.3,37.3,0,0,363.2,0,363.2,98.4,13.6,122.2,213.9,448.1,0,0,0,0,0,0,0,0,0,3.4,0
STN,2010,6,8,8/24/2010,323,7:36,10,San Pablo Bay,4,3,33700,21.1,34160,21.41,18.9,NA,71,8.7,1,18753,N,5.7,0,140.1,0,0,33.4,0,20,0,0,193.5,0,0,0,0,2662.5,3.3,0,0,2665.8,433.7,0,73.4,2122,0,0,917.5,0,53.4,3166.3,0,50,0,50,0,96.8,0,0,96.8,0,0,3.3,0,3.3,0,0,0,0,0,0,0,307,0,0,0
STN,2010,6,8,8/24/2010,340,8:53,10,Napa River,4,3.7,26050,15.89,25990,15.85,21.1,NA,56,10.9,1,21433,N,6.5,0,24.2,0,0,0.9,0,1.8,0,0,26.9,0,0,0,0,215.1,0,0,1.8,216.9,47.5,1.8,2.7,86.9,0,0.9,109.3,0,125.5,327.1,0,0.9,0,0.9,0,77.1,0,0,77.1,0,0,0,0,0,0,0,0,0,0,0,0,100.4,26,0,0
STN,2010,6,8,8/24/2010,411,10:13,10,Suisun Bay,2,3.4,13400,7.7,15250,8.86,19.9,NA,30,16.3,1,21820,N,6.6,13.3,0,0,0,0,2.4,0,0,2.4,18.1,0,0,0,6,33.8,0,0,0,39.8,24.1,0,0,19.3,0,54.3,0,0,124.4,198,0,0,0,0,0,85.7,0,0,85.7,0,0,0,0,0,0,0,0,0,0,0,0,544.5,1.2,0,7.2
STN,2010,6,8,8/24/2010,501,11:00,10,Suisun Bay,2,6.7,9730,5.45,10640,6,21,NA,49,10,1,20775,N,6.3,159.8,0,0,0,0,10.5,0,1,6.7,177.9,0,0,0,7.6,15.2,0,0,0,22.8,3.8,0,0,4.8,0,319.6,0,0,112.2,436.5,0,0,1,1,0,53.3,1,0,54.2,0,0,0,0,0,0,0,4.8,0,0,0,4.8,233,5.7,0,2.9
STN,2010,6,8,8/24/2010,504,12:44,10,Suisun Bay,2,7,6390,3.47,9140,5.1,22.6,NA,62,8.9,1,21164,N,6.4,103.9,0,0,0,0,69.7,0.6,0,1.2,175.5,0.6,0,0,2.5,2.5,0,0,0,5.6,5,0,0,8.1,0,53.5,0,0,5,66.6,0,0,1.2,1.2,0,1.9,0,0,1.9,0,0,0,0.6,0.6,0,0,0.6,0,0,0,0.6,52.9,3.1,0.6,0.6
STN,2010,6,8,8/24/2010,519,12:03,10,Suisun Bay (Honker),2,2.1,7350,4.03,6360,3.45,20.6,NA,42,19.8,1,20245,N,6.1,114,0,0,0,0,35.9,0,0.7,1.4,152,0,0,0,1.4,2.1,0,0,0,3.5,1.7,0.7,0,6.3,0.3,123.7,0,0,7,138,0,0,1.4,1.4,0,2.1,2.1,0,4.2,0,0,0,0.3,0.3,0,0,0,0,0,0,0,17.8,3.8,0,0.3
STN,2010,6,8,8/25/2010,508,7:32,10,Suisun Bay,2,16.8,7190,3.93,11870,6.76,20,NA,74,8.5,1,22230,N,6.8,109.6,0.7,0,0,0,18.5,0,0,14.8,143.7,0,0,0,3,0.7,0,0,0,3.7,0.7,0,0,9.6,0,228.9,0,0,27.4,265.9,0,0,0,0,0,20,0,0,20,0,0,0,0.7,0.7,0,0,0.7,0,0,0,0.7,182.2,3,0.7,0
STN,2010,6,8,8/25/2010,513,8:57,10,Suisun Bay,2,11,5530,2.97,5680,3.05,20.9,NA,66,10.4,2,20719,N,6.3,225.7,0,0,0,0,324.2,0,0,0,549.9,0,0,0,15.9,1.6,0,0,1.6,19.1,3.2,0,0,28.6,3.2,166.9,0,0,3.2,201.9,0,0,4.8,4.8,0,6.4,4.8,0,11.1,0,0,0,4.8,4.8,0,0,1.6,0,0,0,1.6,15.9,11.1,3.2,1.6
STN,2010,6,8,8/25/2010,520,6:52,10,Suisun Bay,2,11.9,5420,2.9,7950,4.38,20.4,NA,69,9.6,2,19445,N,5.9,439,0,0,0,0,224.9,1.4,0,1.4,666.6,0,0,0,12.2,2.7,0,0,1.4,16.3,0,1.4,0,29.8,0,415.9,0,0,2.7,449.8,1.4,0,2.7,4.1,0,9.5,5.4,0,14.9,0,0,0,0,0,0,0,0,0,0,0,0,69.1,12.2,5.4,0
STN,2010,6,8,8/25/2010,704,11:18,10,Lower Sacramento River,2,8.2,209,0.09,206,0.09,22.6,NA,60,11.6,2,19568,N,5.9,61,3.1,0,0,0,481.9,0,3.1,0,549,0,0,3.1,6.1,0,0,0,0,9.2,61,0,0,765.6,15.3,0,0,0,3.1,783.9,0,0,9.2,9.2,0,0,228.8,12.2,241,0,0,0,0,0,0,0,0,0,0,0,0,3.1,3.1,6.1,0
STN,2010,6,8,8/25/2010,801,10:28,10,Lower San Joaquin,2,5.5,2814,1.44,2832,1.45,21.5,NA,55,15.3,1,19713,N,6,165,0,0,0,0,476.1,0,0,0,641.1,0,0,0,73,0,0,0,9.5,82.5,31.7,0,0,365,3.2,41.3,0,0,0,409.4,0,0,6.3,6.3,0,3.2,114.3,0,117.4,3.2,0,0,9.5,12.7,0,0,0,0,0,0,0,15.9,0,0,3.2
STN,2010,6,8,8/25/2010,804,12:26,10,Lower San Joaquin,3,12.2,1230,0.59,1468,0.72,23,NA,96,6.9,3,19616,N,6,50.4,0,0,0,0,596.8,0,2.5,0,649.7,0,0,0,5,0,0,0,10.1,15.1,0,0,0,1546.2,2.5,25.2,0,0,0,1573.9,0,0,2.5,2.5,0,2.5,103.2,0,105.8,2.5,0,0,42.8,45.3,0,0,0,0,0,0,0,0,0,2.5,0
STN,2010,6,8,8/26/2010,706,7:28,10,Lower Sacramento River,2,10.4,240,0.1,335,0.15,19.8,NA,42,18.8,2,20192,N,6.1,499.1,0,0,0,0,347.4,0,2,0,848.4,1,0,0,23.5,0,0,0,2,26.4,0,0,0,269.1,2.9,27.4,0,0,0,299.4,0,0,3.9,3.9,0,0,12.7,0,12.7,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0
STN,2010,6,8,8/26/2010,707,8:39,10,Lower Sacramento River,2,10.1,164,0.07,180,0.08,20.7,NA,64,17.6,1,21206,N,6.4,47.2,0,0,0,0,1354.3,0,32.5,0,1434,0,0,3,0,0,0,0,5.9,8.9,32.5,0,0,2280.8,23.6,0,0,3,0,2307.3,0,0,26.6,26.6,0,0,448.5,5.9,454.4,3,0,0,5.9,8.9,0,0,0,0,0,0,0,0,0,3,0
STN,2010,6,8,8/26/2010,711,9:51,10,Sacramento River,2,3.7,135,0.06,140,0.06,21.1,NA,98,5.7,1,21052,N,6.4,0,0,1.9,0,0,77.9,0,0.9,0,80.7,0,0,0,0,0,0,0,2.8,2.8,2.8,0,0,64.8,0,0,0,7.5,0,72.3,0,0,45.1,45.1,0,0.9,13.1,0,14.1,19.7,0,1.9,31,52.6,0,0,0.9,0,0,0,0.9,0,0,3.8,0
STN,2010,6,8,8/26/2010,812,11:35,10,Lower San Joaquin,2,6.7,479,0.22,496,0.22,21.8,NA,109,6.9,2,20735,N,6.3,3,0,0,0,0,452.6,0,0,0,455.7,0,0,3,3,0,0,0,6,12.1,0,0,0,4686.3,18.1,6,0,0,0,4710.4,0,0,18.1,18.1,0,0,603.5,0,603.5,6,0,33.2,21.1,60.4,0,0,0,0,0,0,0,0,0,15.1,0
STN,2010,6,8,8/26/2010,815,12:24,10,Lower San Joaquin,2,5.5,184,0.08,207,0.09,22.5,NA,195,6,3,21412,N,6.5,0,0,2.9,0,0,163.6,0,8.8,0,175.3,0,0,0,0,0,0,0,8.8,8.8,0,0,0,3158.8,20.5,0,0,2.9,0,3182.2,0,0,20.5,20.5,0,2.9,157.8,0,160.7,58.4,0,67.2,20.5,146.1,0,0,0,0,0,0,0,0,0,8.8,0
STN,2010,6,8,8/26/2010,906,13:17,10,San Joaquin River,3,11,195,0.08,195,0.08,23.3,NA,200,2.4,3,21642,N,6.6,0,0,0,0,0,791.2,0,6.1,0,797.3,0,0,0,0,0,0,0,0,0,6.1,30.4,0,20748.9,79.1,6.1,0,0,0,20864.5,0,0,54.8,54.8,0,0,2568.5,0,2568.5,109.6,0,249.5,213,572.1,0,0,0,0,0,0,0,0,0,18.3,0
STN,2010,6,8,8/26/2010,919,14:17,10,Mokelumne River,2,4.9,160,0.07,162,0.07,24,NA,176,2.9,1,21488,N,6.5,0,0,11.6,0,0,58.2,0,0,0,69.9,0,0,0,0,0,0,0,5.8,5.8,2.9,2.9,0,1569.5,5.8,0,0,0,0,1578.2,0,0,107.7,107.7,0,0,698.8,0,698.8,67,11.6,139.8,425.1,643.5,0,0,14.6,0,0,0,14.6,0,0,32,0
FMWT,2010,3,9,9/7/2010,405,13:36,10,Carquinez Strait,4,10.1,26530,16.21,27580,16.92,20,NA,63,19,1,12855,N,3.9,4.3,102.5,0,0,12.8,12.8,298.9,0,192.1,623.4,0,0,0,34.2,4649.5,0,0,0,4683.7,555,0,38.4,853.9,0,4.3,520.9,0,405.6,1823.1,8.5,392.8,0,401.3,0,371.5,8.5,0,380,0,0,0,8.5,8.5,0,0,25.6,0,0,0,25.6,286.1,0,0,0
FMWT,2010,3,9,9/13/2010,411,11:32,10,Suisun Bay,2,14.9,19050,11.29,21111,12.63,19.1,NA,50,20,1,24876,N,7.6,12.7,1.1,0,0,0,6.4,25.4,0,7.4,53,0,0,0,5.3,66.7,0,0,1.1,73.1,11.6,0,1.1,7.4,0,94.3,4.2,0,275.4,382.3,0,0,14.8,14.8,0,11.6,0,0,11.6,0,0,0,0,0,0,0,1.1,0,0,0,1.1,674.6,0,0,0
FMWT,2010,3,9,9/14/2010,418,11:41,10,Suisun Bay,2,8.2,15460,9,16900,9.91,18.5,NA,34,26.7,1,23516,N,7.1,42,1.7,0,0,0,10.1,23,0,17.9,94.7,0,0,0,12.3,8.4,0,0,0,20.7,3.9,0,0,10.1,0,95.8,4.5,0,100.3,210.6,0,0,0,0,0,1.7,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,315.4,0,0,0
FMWT,2010,3,9,9/14/2010,602,10:24,10,Grizzly Bay,2,2.4,14860,8.62,14601,8.46,18.3,NA,25,35,1,23359,N,7.1,216.5,0,0,0,0,2.3,9,0,22.6,250.4,0,0,0,2.3,49.6,0,0,0,51.9,9,0,0,18,0,295.5,6.8,0,160.2,480.5,0,0,0,0,0,29.3,0,0,29.3,0,0,0,0,0,0,0,0,0,0,0,0,475.9,0,0,0
FMWT,2010,3,9,9/14/2010,606,8:09,10,Montezuma Slough,4,7.6,12390,7.08,12740,7.29,18.9,NA,37,22.9,1,20870,N,6.3,529.7,0,0,0,0,22.5,0,0,50.7,603,0,0,0,25.4,16.9,0,0,0,42.3,16.9,0,0,5.6,0,1042.5,0,0,783.3,1831.5,0,0,0,0,0,112.7,0,0,112.7,0,0,0,0,0,0,0,2.8,0,0,0,2.8,577.6,2.8,5.6,0
FMWT,2010,3,9,9/14/2010,608,7:13,10,Montezuma Slough,4,7.6,4311,2.27,5460,2.93,18.9,NA,49,15.4,2,19709,N,6,461.2,0,0,0,0,140.4,0,7.5,5,614,0,0,0,195.5,2.5,0,0,2.5,200.5,70.2,2.5,0,45.1,0,142.9,0,0,2.5,193,15,0,5,20.1,0,5,10,0,15,0,0,0,7.5,7.5,0,0,0,0,0,0,0,60.2,0,2.5,0
FMWT,2010,3,9,9/15/2010,501,9:44,10,Suisun Bay,4,12.8,14430,8.35,15370,8.94,19,NA,77,9.7,1,10324,N,3.1,177,0,0,0,0,0,19.1,0,57.4,253.6,0,0,0,253.6,502.4,0,0,0,756,9.6,0,0,9.6,0,488,0,0,67,564.6,0,0,0,0,0,196.2,0,0,196.2,0,0,0,0,0,0,0,0,0,0,0,0,2358.8,0,4.8,0
FMWT,2010,3,9,9/15/2010,504,8:15,10,Suisun Bay,4,11.9,8420,4.66,10440,5.88,19,NA,94,7.8,1,22197,N,6.7,308.8,0,0,0,0,55.6,5.6,0,325.5,695.4,0,0,0,545.2,8.3,0,0,0,553.6,5.6,0,0,36.2,0,200.3,0,0,11.1,247.6,13.9,0,5.6,19.5,0,41.7,5.6,0,47.3,0,0,0,0,0,0,0,0,0,0,0,0,314.3,0,33.4,0
FMWT,2010,3,9,9/15/2010,508,12:50,10,Confluence,4,12.2,9370,5.23,11410,6.47,19.3,NA,82,10.4,1,17240,N,5.2,1174.7,0,0,0,0,111.4,0,0,331.1,1617.3,0,0,0,124.2,15.9,0,0,0,140.1,6.4,0,0,15.9,0,1279.8,0,0,38.2,1333.9,3.2,0,0,3.2,0,79.6,0,0,79.6,0,0,0,0,0,0,0,0,0,0,0,0,347,0,0,0
FMWT,2010,3,9,9/15/2010,519,11:48,10,Honker Bay,4,2.7,10430,5.88,11770,6.7,19.1,NA,76,11.4,1,21957,N,6.7,548.3,0,0,0,0,27.6,0,0,74.4,650.3,0,0,0,2.4,0,0,0,0,2.4,2.4,0,0,7.2,0,268.8,1.2,0,85.2,362.4,0,0,1.2,1.2,0,8.4,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0
STN,2011,1,6,6/13/2011,809,7:29,10,Lower San Joaquin,2,12.5,131,0.05,135,0.06,18.3,18.3,119,6.6,1,20722,N,6.3,0,0,0,3,0,365.4,0,69.4,0,437.8,18.1,0,0,0,0,0,0,6,24.2,0,24.2,0,1422.2,27.2,0,0,3,0,1476.5,0,0,123.8,123.8,0,9.1,1235,18.1,1262.1,138.9,3,9.1,63.4,214.4,3,0,6,0,0,0,9.1,0,0,6,0
STN,2011,1,6,6/13/2011,902,8:44,10,Old River,2,8.2,168,0.07,170,0.07,20.8,20.7,169,4.1,1,20088,N,6.1,0,0,0,6.2,0,641.6,0,205.6,0,853.4,3.1,0,0,0,0,0,0,21.8,24.9,0,24.9,0,2781.5,43.6,0,0,3.1,0,2853.1,0,0,31.1,31.1,6.2,0,978,15.6,999.8,40.5,34.3,9.3,96.6,180.7,0,0,0,0,0,0,0,0,0,0,0
STN,2011,1,6,6/13/2011,910,14:26,10,South Delta,4,11.9,188,0.08,186,0.08,19.7,19.1,52,9.2,1,20813,N,6.3,0,0,3.2,19,0,235.8,0,49,0,307,1.6,0,0,0,0,0,0,4.7,6.3,4.7,191.5,0,250,49,0,0,0,0,490.5,0,0,142.4,142.4,19,19,256.3,42.7,337,278.5,50.6,1.6,44.3,375,3.2,0,17.4,0,0,0,20.6,0,0,26.9,0
STN,2011,1,6,6/13/2011,912,12:59,10,South Delta,4,10.7,172,0.07,171,0.07,20.9,18.5,61,10.9,1,19969,N,6.1,0,0,0,6.6,0,1.3,0,0.3,0,8.2,2.6,0,0,0,0,0,0,1.6,4.3,4.3,34.6,0,12.9,11.5,0,0,0,0,59,0,0,69.9,69.9,0,3,15.5,8.6,27,66,16.5,0.3,28,110.8,3,0,42.5,0,0,0,45.5,0,0,2.3,0
STN,2011,1,6,6/13/2011,914,11:50,10,South Delta,4,9.4,202,0.09,203,0.09,21.1,20.5,122,4,1,20230,N,6.1,0,0,3.1,27.8,0,451.6,0,170.1,0,652.6,3.1,0,0,0,0,0,0,18.6,21.7,0,247.4,0,2078.4,173.2,0,0,0,0,2499,0,0,179.4,179.4,3.1,12.4,2032,95.9,2143.4,903.1,92.8,27.8,327.8,1351.6,12.4,0,6.2,0,0,0,18.6,0,0,0,0
STN,2011,1,6,6/13/2011,915,9:46,10,South Delta,2,6.7,186,0.08,186,0.08,20.8,20.7,149,3.9,2,19392,N,5.9,0,0,0,12.9,0,603.4,0,154.9,0,771.1,3.2,0,0,0,0,0,0,3.2,6.5,0,48.4,0,2874.8,48.4,0,0,0,0,2971.6,0,0,41.9,41.9,0,3.2,880.8,0,884.1,100,71,3.2,106.5,280.7,0,0,0,0,0,0,0,3.2,0,0,0
STN,2011,1,6,6/13/2011,918,10:44,10,South Delta,3,7.6,200,0.08,214,0.09,21.9,20.9,96,5.8,1,20255,N,6.2,0,0,0,9.3,0,648.7,0,488.1,0,1146,0,0,0,0,0,0,0,15.4,15.4,0,89.6,3.1,4957.9,117.4,0,0,0,0,5168,0,0,34,34,0,6.2,954.5,3.1,963.8,302.7,89.6,0,169.9,562.2,0,0,0,0,0,0,0,0,0,12.4,0
STN,2011,1,6,6/14/2011,704,13:55,10,Lower Sacramento River,4,11,120,0.05,113,0.05,18.9,18.9,81,11.9,1,14871,N,4.5,0,0,7.8,0,0,110.1,0,91.5,0,209.3,23.3,0,0,0,0,0,0,14,37.2,3.1,3.1,0,148.8,32.6,0,0,7.8,0,192.2,0,0,350.3,350.3,0,4.7,144.2,9.3,158.1,260.4,10.9,1.6,165.9,438.7,147.3,0,83.7,0,1.6,0,232.5,0,0,1.6,0
STN,2011,1,6,6/14/2011,706,13:12,10,Lower Sacramento River,4,10.1,125,0.05,119,0.05,20,18.9,78,10.3,1,12617,N,3.8,0,0,3.7,1.8,0,100.5,0,11,0,116.9,38.4,0,0,0,0,0,0,3.7,42,0,3.7,0,80.4,18.3,0,0,7.3,0,109.6,0,0,394.6,394.6,0,5.5,120.6,12.8,138.9,270.4,34.7,7.3,155.3,467.7,118.8,0,89.5,0,0,0,208.3,0,0,3.7,0
