"ID","Process","Mesh","Date","Time","Latitude","Longitude","Genus","Species","Division","LifeStage","Zooppl","AvgTemp","AvgSpc","AvgDO","AvgTurb","AvgDepth"
"2018-04-19-NW147S-7","BSA",53,2018-04-19,"11:08:00",38.257969,-121.684534,"Simocephalus","","Cladocera","Adult",0.16183673554,14.450000285,270.80000305,10.62000036,4.5149999855,NA
"2018-04-19-NW147S-7","BSA",53,2018-04-19,"11:08:00",38.257969,-121.684534,"Acanthocyclops","vernalis","Copepoda","Adult",0.08091836777,14.450000285,270.80000305,10.62000036,4.5149999855,NA
"2018-04-19-NW147S-7","BSA",53,2018-04-19,"11:08:00",38.257969,-121.684534,"Calanoid","","Copepoda","Copepodid",5.01693880163,14.450000285,270.80000305,10.62000036,4.5149999855,NA
"2018-04-19-NW147S-7","BSA",53,2018-04-19,"11:08:00",38.257969,-121.684534,"Cyclopoid","","Copepoda","Copepodid",0.64734694215,14.450000285,270.80000305,10.62000036,4.5149999855,NA
"2018-04-19-NW147S-7","BSA",53,2018-04-19,"11:08:00",38.257969,-121.684534,"Eurytemora","affinis","Copepoda","Adult",0.80918367768,14.450000285,270.80000305,10.62000036,4.5149999855,NA
"2018-04-19-NW147S-7","BSA",53,2018-04-19,"11:08:00",38.257969,-121.684534,"Harpacticoida","","Copepoda","Adult",1.94204082644,14.450000285,270.80000305,10.62000036,4.5149999855,NA
"2018-04-19-NW147S-7","BSA",53,2018-04-19,"11:08:00",38.257969,-121.684534,"Copepod","","Copepoda","Nauplii",37.64833531955,14.450000285,270.80000305,10.62000036,4.5149999855,NA
"2018-04-19-NW147S-7","BSA",53,2018-04-19,"11:08:00",38.257969,-121.684534,"Ostracoda","","Ostracoda","Adult",2.21460795997,14.450000285,270.80000305,10.62000036,4.5149999855,NA
"2018-04-19-NW147S-7","BSA",53,2018-04-19,"11:08:00",38.257969,-121.684534,"Bdelloid","","Rotifera","Adult",1.93778196498,14.450000285,270.80000305,10.62000036,4.5149999855,NA
"2018-04-19-NW147S-7","BSA",53,2018-04-19,"11:08:00",38.257969,-121.684534,"Cephalodella","","Rotifera","Adult",0.276825995,14.450000285,270.80000305,10.62000036,4.5149999855,NA
"2018-04-19-NW147S-7","BSA",53,2018-04-19,"11:08:00",38.257969,-121.684534,"Euchlanis","","Rotifera","Adult",0.1384129975,14.450000285,270.80000305,10.62000036,4.5149999855,NA
"2018-04-19-NW147S-7","BSA",53,2018-04-19,"11:08:00",38.257969,-121.684534,"Keratella","","Rotifera","Adult",0.1384129975,14.450000285,270.80000305,10.62000036,4.5149999855,NA
"2018-04-19-NW147S-7","BSA",53,2018-04-19,"11:08:00",38.257969,-121.684534,"Polyarthra","","Rotifera","Adult",0.69206498749,14.450000285,270.80000305,10.62000036,4.5149999855,NA
"2018-04-19-NW147S-7","BSA",53,2018-04-19,"11:08:00",38.257969,-121.684534,"Synchaeta","","Rotifera","Adult",2.35302095747,14.450000285,270.80000305,10.62000036,4.5149999855,NA
"2018-04-19-NW147S-7","BSA",53,2018-04-19,"11:08:00",38.257969,-121.684534,"Amphipoda","","Arthropoda","",0.08091836777,14.450000285,270.80000305,10.62000036,4.5149999855,NA
"2018-04-19-NW147S-7","BSA",53,2018-04-19,"11:08:00",38.257969,-121.684534,"Chironomidae","","Insecta","",3.3176530785,14.450000285,270.80000305,10.62000036,4.5149999855,NA
"2018-04-19-NW147S-7","BSA",53,2018-04-19,"11:08:00",38.257969,-121.684534,"Gastropoda","","Mollusca","",0.08091836777,14.450000285,270.80000305,10.62000036,4.5149999855,NA
"2018-04-19-NW147S-7","BSA",53,2018-04-19,"11:08:00",38.257969,-121.684534,"Nematoda","","Nematoda","",2.99397960743,14.450000285,270.80000305,10.62000036,4.5149999855,NA
"2018-04-19-NW147S-7","BSA",53,2018-04-19,"11:08:00",38.257969,-121.684534,"Hyalella","","Arthropoda","",0.00638829219,14.450000285,270.80000305,10.62000036,4.5149999855,NA
"2018-04-19-NW147S-7","BSA",53,2018-04-19,"11:08:00",38.257969,-121.684534,"Chironomidae","","Insecta","",0.00851772292,14.450000285,270.80000305,10.62000036,4.5149999855,NA
"2018-04-19-NW147S-7","BSA",53,2018-04-19,"11:08:00",38.257969,-121.684534,"Corixidae","","Insecta","",0.00212943073,14.450000285,270.80000305,10.62000036,4.5149999855,NA
"2018-04-19-NE143S-2","BSA",53,2018-04-19,"8:43:00",38.297596,-121.67108,"Alona","","Cladocera","Adult",0.43450774336,13.55000019,219.09999845,9.940000058,6.0199999805,NA
"2018-04-19-NE143S-2","BSA",53,2018-04-19,"8:43:00",38.297596,-121.67108,"Bosmina","","Cladocera","Adult",0.43450774336,13.55000019,219.09999845,9.940000058,6.0199999805,NA
"2018-04-19-NE143S-2","BSA",53,2018-04-19,"8:43:00",38.297596,-121.67108,"Ceriodaphnia","","Cladocera","Adult",0.07241795723,13.55000019,219.09999845,9.940000058,6.0199999805,NA
"2018-04-19-NE143S-2","BSA",53,2018-04-19,"8:43:00",38.297596,-121.67108,"Chydorus","","Cladocera","Adult",0.14483591445,13.55000019,219.09999845,9.940000058,6.0199999805,NA
"2018-04-19-NE143S-2","BSA",53,2018-04-19,"8:43:00",38.297596,-121.67108,"Daphnia","","Cladocera","Adult",0.07241795723,13.55000019,219.09999845,9.940000058,6.0199999805,NA
"2018-04-19-NE143S-2","BSA",53,2018-04-19,"8:43:00",38.297596,-121.67108,"Disparalona","","Cladocera","Adult",0.07241795723,13.55000019,219.09999845,9.940000058,6.0199999805,NA
"2018-04-19-NE143S-2","BSA",53,2018-04-19,"8:43:00",38.297596,-121.67108,"Leydigia","","Cladocera","Adult",0.07241795723,13.55000019,219.09999845,9.940000058,6.0199999805,NA
"2018-04-19-NE143S-2","BSA",53,2018-04-19,"8:43:00",38.297596,-121.67108,"Picripleuroxus","","Cladocera","Adult",0.07241795723,13.55000019,219.09999845,9.940000058,6.0199999805,NA
"2018-04-19-NE143S-2","BSA",53,2018-04-19,"8:43:00",38.297596,-121.67108,"Acanthocyclops","vernalis","Copepoda","Adult",0.14483591445,13.55000019,219.09999845,9.940000058,6.0199999805,NA
"2018-04-19-NE143S-2","BSA",53,2018-04-19,"8:43:00",38.297596,-121.67108,"Calanoid","","Copepoda","Copepodid",14.33875553081,13.55000019,219.09999845,9.940000058,6.0199999805,NA
"2018-04-19-NE143S-2","BSA",53,2018-04-19,"8:43:00",38.297596,-121.67108,"Cyclopoid","","Copepoda","Copepodid",1.01385140117,13.55000019,219.09999845,9.940000058,6.0199999805,NA
"2018-04-19-NE143S-2","BSA",53,2018-04-19,"8:43:00",38.297596,-121.67108,"Diacyclops","thomasi","Copepoda","Adult",0.14483591445,13.55000019,219.09999845,9.940000058,6.0199999805,NA
"2018-04-19-NE143S-2","BSA",53,2018-04-19,"8:43:00",38.297596,-121.67108,"Eurytemora","affinis","Copepoda","Adult",0.50692570058,13.55000019,219.09999845,9.940000058,6.0199999805,NA
"2018-04-19-NE143S-2","BSA",53,2018-04-19,"8:43:00",38.297596,-121.67108,"Harpacticoida","","Copepoda","Adult",0.07241795723,13.55000019,219.09999845,9.940000058,6.0199999805,NA
"2018-04-19-NE143S-2","BSA",53,2018-04-19,"8:43:00",38.297596,-121.67108,"Pseudodiaptomus","forbesi","Copepoda","Adult",0.07241795723,13.55000019,219.09999845,9.940000058,6.0199999805,NA
"2018-04-19-NE143S-2","BSA",53,2018-04-19,"8:43:00",38.297596,-121.67108,"Sinocalanus","doerri","Copepoda","Adult",0.21725387168,13.55000019,219.09999845,9.940000058,6.0199999805,NA
"2018-04-19-NE143S-2","BSA",53,2018-04-19,"8:43:00",38.297596,-121.67108,"Copepod","","Copepoda","Nauplii",20.21667972568,13.55000019,219.09999845,9.940000058,6.0199999805,NA
"2018-04-19-NE143S-2","BSA",53,2018-04-19,"8:43:00",38.297596,-121.67108,"Ostracoda","","Ostracoda","Adult",0.12069659538,13.55000019,219.09999845,9.940000058,6.0199999805,NA
"2018-04-19-NE143S-2","BSA",53,2018-04-19,"8:43:00",38.297596,-121.67108,"Bdelloid","","Rotifera","Adult",0.06034829769,13.55000019,219.09999845,9.940000058,6.0199999805,NA
"2018-04-19-NE143S-2","BSA",53,2018-04-19,"8:43:00",38.297596,-121.67108,"Euchlanis","","Rotifera","Adult",0.24139319075,13.55000019,219.09999845,9.940000058,6.0199999805,NA
"2018-04-19-NE143S-2","BSA",53,2018-04-19,"8:43:00",38.297596,-121.67108,"Trichocerca","","Rotifera","Adult",0.06034829769,13.55000019,219.09999845,9.940000058,6.0199999805,NA
"2018-04-19-NE143S-2","BSA",53,2018-04-19,"8:43:00",38.297596,-121.67108,"Chironomidae","","Insecta","",0.14483591445,13.55000019,219.09999845,9.940000058,6.0199999805,NA
"2018-04-19-NE143S-2","BSA",53,2018-04-19,"8:43:00",38.297596,-121.67108,"Chironomidae","","Insecta","",0.0003852019,13.55000019,219.09999845,9.940000058,6.0199999805,NA
"2018-04-19-NE143S-2","BSA",53,2018-04-19,"8:43:00",38.297596,-121.67108,"Corixidae","","Insecta","",0.0007704038,13.55000019,219.09999845,9.940000058,6.0199999805,NA
"2018-04-19-NE144S-3","BSA",53,2018-04-19,"9:05:00",38.290333,-121.673556,"Alona","","Cladocera","Adult",0.0678574657,13.849999905,204.5,9.914999964,4.2950000765,NA
"2018-04-19-NE144S-3","BSA",53,2018-04-19,"9:05:00",38.290333,-121.673556,"Bosmina","","Cladocera","Adult",0.40714479418,13.849999905,204.5,9.914999964,4.2950000765,NA
"2018-04-19-NE144S-3","BSA",53,2018-04-19,"9:05:00",38.290333,-121.673556,"Ceriodaphnia","","Cladocera","Adult",0.13571493139,13.849999905,204.5,9.914999964,4.2950000765,NA
"2018-04-19-NE144S-3","BSA",53,2018-04-19,"9:05:00",38.290333,-121.673556,"Chydorus","","Cladocera","Adult",0.0678574657,13.849999905,204.5,9.914999964,4.2950000765,NA
"2018-04-19-NE144S-3","BSA",53,2018-04-19,"9:05:00",38.290333,-121.673556,"Daphnia","","Cladocera","Adult",0.0678574657,13.849999905,204.5,9.914999964,4.2950000765,NA
"2018-04-19-NE144S-3","BSA",53,2018-04-19,"9:05:00",38.290333,-121.673556,"Ilyocryptus","","Cladocera","Adult",0.0678574657,13.849999905,204.5,9.914999964,4.2950000765,NA
"2018-04-19-NE144S-3","BSA",53,2018-04-19,"9:05:00",38.290333,-121.673556,"Simocephalus","","Cladocera","Adult",0.0678574657,13.849999905,204.5,9.914999964,4.2950000765,NA
"2018-04-19-NE144S-3","BSA",53,2018-04-19,"9:05:00",38.290333,-121.673556,"Calanoid","","Copepoda","Copepodid",11.53576916857,13.849999905,204.5,9.914999964,4.2950000765,NA
"2018-04-19-NE144S-3","BSA",53,2018-04-19,"9:05:00",38.290333,-121.673556,"Cyclopoid","","Copepoda","Copepodid",1.22143438255,13.849999905,204.5,9.914999964,4.2950000765,NA
"2018-04-19-NE144S-3","BSA",53,2018-04-19,"9:05:00",38.290333,-121.673556,"Eurytemora","affinis","Copepoda","Adult",0.67857465697,13.849999905,204.5,9.914999964,4.2950000765,NA
"2018-04-19-NE144S-3","BSA",53,2018-04-19,"9:05:00",38.290333,-121.673556,"Harpacticoida","","Copepoda","Adult",0.0678574657,13.849999905,204.5,9.914999964,4.2950000765,NA
"2018-04-19-NE144S-3","BSA",53,2018-04-19,"9:05:00",38.290333,-121.673556,"Limnoithona","tetraspina","Copepoda","Adult",0.0678574657,13.849999905,204.5,9.914999964,4.2950000765,NA
"2018-04-19-NE144S-3","BSA",53,2018-04-19,"9:05:00",38.290333,-121.673556,"Sinocalanus","doerri","Copepoda","Adult",0.81428958837,13.849999905,204.5,9.914999964,4.2950000765,NA
"2018-04-19-NE144S-3","BSA",53,2018-04-19,"9:05:00",38.290333,-121.673556,"Copepod","","Copepoda","Nauplii",19.88223744936,13.849999905,204.5,9.914999964,4.2950000765,NA
"2018-04-19-NE144S-3","BSA",53,2018-04-19,"9:05:00",38.290333,-121.673556,"Ostracoda","","Ostracoda","Adult",0.0678574657,13.849999905,204.5,9.914999964,4.2950000765,NA
"2018-04-19-NE144S-3","BSA",53,2018-04-19,"9:05:00",38.290333,-121.673556,"Bdelloid","","Rotifera","Adult",0.27142986279,13.849999905,204.5,9.914999964,4.2950000765,NA
"2018-04-19-NE144S-3","BSA",53,2018-04-19,"9:05:00",38.290333,-121.673556,"Euchlanis","","Rotifera","Adult",0.13571493139,13.849999905,204.5,9.914999964,4.2950000765,NA
"2018-04-19-NE144S-3","BSA",53,2018-04-19,"9:05:00",38.290333,-121.673556,"Keratella","","Rotifera","Adult",0.13571493139,13.849999905,204.5,9.914999964,4.2950000765,NA
"2018-04-19-NE144S-3","BSA",53,2018-04-19,"9:05:00",38.290333,-121.673556,"Polyarthra","","Rotifera","Adult",0.13571493139,13.849999905,204.5,9.914999964,4.2950000765,NA
"2018-04-19-NE144S-3","BSA",53,2018-04-19,"9:05:00",38.290333,-121.673556,"Synchaeta","","Rotifera","Adult",0.40714479418,13.849999905,204.5,9.914999964,4.2950000765,NA
"2018-04-19-NE144S-3","BSA",53,2018-04-19,"9:05:00",38.290333,-121.673556,"Gastropoda","","Mollusca","",0.20357239709,13.849999905,204.5,9.914999964,4.2950000765,NA
"2018-04-19-NE144S-3","BSA",53,2018-04-19,"9:05:00",38.290333,-121.673556,"Chironomidae","","Insecta","",0.00118203327,13.849999905,204.5,9.914999964,4.2950000765,NA
"2018-04-19-NE145S-5","BSA",53,2018-04-19,"9:53:00",38.273523,-121.67089,"Bosmina","","Cladocera","Adult",0.6074201153,14.44999981,244.80000305,9.549999714,4.725000024,NA
"2018-04-19-NE145S-5","BSA",53,2018-04-19,"9:53:00",38.273523,-121.67089,"Ceriodaphnia","","Cladocera","Adult",0.0144623837,14.44999981,244.80000305,9.549999714,4.725000024,NA
"2018-04-19-NE145S-5","BSA",53,2018-04-19,"9:53:00",38.273523,-121.67089,"Chydorus","","Cladocera","Adult",0.18801098807,14.44999981,244.80000305,9.549999714,4.725000024,NA
"2018-04-19-NE145S-5","BSA",53,2018-04-19,"9:53:00",38.273523,-121.67089,"Pseudochydorus","","Cladocera","Adult",0.0289247674,14.44999981,244.80000305,9.549999714,4.725000024,NA
"2018-04-19-NE145S-5","BSA",53,2018-04-19,"9:53:00",38.273523,-121.67089,"Scapholeberis","","Cladocera","Adult",0.0144623837,14.44999981,244.80000305,9.549999714,4.725000024,NA
"2018-04-19-NE145S-5","BSA",53,2018-04-19,"9:53:00",38.273523,-121.67089,"Calanoid","","Copepoda","Copepodid",0.96897970774,14.44999981,244.80000305,9.549999714,4.725000024,NA
"2018-04-19-NE145S-5","BSA",53,2018-04-19,"9:53:00",38.273523,-121.67089,"Cyclopoid","","Copepoda","Copepodid",1.64871174152,14.44999981,244.80000305,9.549999714,4.725000024,NA
"2018-04-19-NE145S-5","BSA",53,2018-04-19,"9:53:00",38.273523,-121.67089,"Eurytemora","affinis","Copepoda","Adult",0.0289247674,14.44999981,244.80000305,9.549999714,4.725000024,NA
"2018-04-19-NE145S-5","BSA",53,2018-04-19,"9:53:00",38.273523,-121.67089,"Harpacticoida","","Copepoda","Adult",0.08677430219,14.44999981,244.80000305,9.549999714,4.725000024,NA
"2018-04-19-NE145S-5","BSA",53,2018-04-19,"9:53:00",38.273523,-121.67089,"Leptodiaptomus","siciloides","Copepoda","Adult",0.0144623837,14.44999981,244.80000305,9.549999714,4.725000024,NA
"2018-04-19-NE145S-5","BSA",53,2018-04-19,"9:53:00",38.273523,-121.67089,"Sinocalanus","doerri","Copepoda","Adult",0.04338715109,14.44999981,244.80000305,9.549999714,4.725000024,NA
"2018-04-19-NE145S-5","BSA",53,2018-04-19,"9:53:00",38.273523,-121.67089,"Copepod","","Copepoda","Nauplii",15.57598724228,14.44999981,244.80000305,9.549999714,4.725000024,NA
"2018-04-19-NE145S-5","BSA",53,2018-04-19,"9:53:00",38.273523,-121.67089,"Brachionus","","Rotifera","Adult",0.04338715109,14.44999981,244.80000305,9.549999714,4.725000024,NA
"2018-04-19-NE145S-5","BSA",53,2018-04-19,"9:53:00",38.273523,-121.67089,"Conochilus","","Rotifera","Adult",0.04338715109,14.44999981,244.80000305,9.549999714,4.725000024,NA
"2018-04-19-NE145S-5","BSA",53,2018-04-19,"9:53:00",38.273523,-121.67089,"Euchlanis","","Rotifera","Adult",0.04338715109,14.44999981,244.80000305,9.549999714,4.725000024,NA
"2018-04-19-NE145S-5","BSA",53,2018-04-19,"9:53:00",38.273523,-121.67089,"Keratella","","Rotifera","Adult",0.65080726639,14.44999981,244.80000305,9.549999714,4.725000024,NA
"2018-04-19-NE145S-5","BSA",53,2018-04-19,"9:53:00",38.273523,-121.67089,"Polyarthra","","Rotifera","Adult",0.6074201153,14.44999981,244.80000305,9.549999714,4.725000024,NA
"2018-04-19-NE145S-5","BSA",53,2018-04-19,"9:53:00",38.273523,-121.67089,"Synchaeta","","Rotifera","Adult",2.64661621666,14.44999981,244.80000305,9.549999714,4.725000024,NA
"2018-04-19-NE145S-5","BSA",53,2018-04-19,"9:53:00",38.273523,-121.67089,"Hydrachnidia","","Arthropoda","",0.0144623837,14.44999981,244.80000305,9.549999714,4.725000024,NA
"2018-04-19-NE145S-5","BSA",53,2018-04-19,"9:53:00",38.273523,-121.67089,"Chironomidae","","Insecta","",0.0144623837,14.44999981,244.80000305,9.549999714,4.725000024,NA
"2018-04-19-NE145S-5","BSA",53,2018-04-19,"9:53:00",38.273523,-121.67089,"Gastropoda","","Mollusca","",0.20247337177,14.44999981,244.80000305,9.549999714,4.725000024,NA
"2018-04-19-NE145S-5","BSA",53,2018-04-19,"9:53:00",38.273523,-121.67089,"Hydra","","Cnidaria","",0.00159707305,14.44999981,244.80000305,9.549999714,4.725000024,NA
"2018-04-19-NE145S-5","BSA",53,2018-04-19,"9:53:00",38.273523,-121.67089,"Chironomidae","","Insecta","",0.00212943073,14.44999981,244.80000305,9.549999714,4.725000024,NA
"2018-04-19-NE145S-5","BSA",53,2018-04-19,"9:53:00",38.273523,-121.67089,"Coenagrionidae","","Insecta","",0.00053235768,14.44999981,244.80000305,9.549999714,4.725000024,NA
"2018-04-19-NE145S-5","BSA",53,2018-04-19,"9:53:00",38.273523,-121.67089,"Diptera","","Insecta","",0.00053235768,14.44999981,244.80000305,9.549999714,4.725000024,NA
"2018-04-19-NE146S-1","BSA",53,2018-04-19,"8:14:00",38.302119,-121.670231,"Alona","","Cladocera","Adult",0.12072583966,13.55000019,215.0999985,9.9250001885,9.9700002665,NA
"2018-04-19-NE146S-1","BSA",53,2018-04-19,"8:14:00",38.302119,-121.670231,"Bosmina","","Cladocera","Adult",0.12072583966,13.55000019,215.0999985,9.9250001885,9.9700002665,NA
"2018-04-19-NE146S-1","BSA",53,2018-04-19,"8:14:00",38.302119,-121.670231,"Ceriodaphnia","","Cladocera","Adult",0.06036291983,13.55000019,215.0999985,9.9250001885,9.9700002665,NA
"2018-04-19-NE146S-1","BSA",53,2018-04-19,"8:14:00",38.302119,-121.670231,"Chydorus","","Cladocera","Adult",0.24145167931,13.55000019,215.0999985,9.9250001885,9.9700002665,NA
"2018-04-19-NE146S-1","BSA",53,2018-04-19,"8:14:00",38.302119,-121.670231,"Calanoid","","Copepoda","Copepodid",10.08060761124,13.55000019,215.0999985,9.9250001885,9.9700002665,NA
"2018-04-19-NE146S-1","BSA",53,2018-04-19,"8:14:00",38.302119,-121.670231,"Cyclopoid","","Copepoda","Copepodid",0.24145167931,13.55000019,215.0999985,9.9250001885,9.9700002665,NA
"2018-04-19-NE146S-1","BSA",53,2018-04-19,"8:14:00",38.302119,-121.670231,"Eurytemora","affinis","Copepoda","Adult",0.48290335862,13.55000019,215.0999985,9.9250001885,9.9700002665,NA
"2018-04-19-NE146S-1","BSA",53,2018-04-19,"8:14:00",38.302119,-121.670231,"Harpacticoida","","Copepoda","Adult",0.48290335862,13.55000019,215.0999985,9.9250001885,9.9700002665,NA
"2018-04-19-NE146S-1","BSA",53,2018-04-19,"8:14:00",38.302119,-121.670231,"Sinocalanus","doerri","Copepoda","Adult",0.42254043879,13.55000019,215.0999985,9.9250001885,9.9700002665,NA
"2018-04-19-NE146S-1","BSA",53,2018-04-19,"8:14:00",38.302119,-121.670231,"Copepod","","Copepoda","Nauplii",16.78089171212,13.55000019,215.0999985,9.9250001885,9.9700002665,NA
"2018-04-19-NE146S-1","BSA",53,2018-04-19,"8:14:00",38.302119,-121.670231,"Bdelloid","","Rotifera","Adult",0.0804838931,13.55000019,215.0999985,9.9250001885,9.9700002665,NA
"2018-04-19-NE146S-1","BSA",53,2018-04-19,"8:14:00",38.302119,-121.670231,"Euchlanis","","Rotifera","Adult",0.32193557241,13.55000019,215.0999985,9.9250001885,9.9700002665,NA
"2018-04-19-NE146S-1","BSA",53,2018-04-19,"8:14:00",38.302119,-121.670231,"Synchaeta","","Rotifera","Adult",0.0804838931,13.55000019,215.0999985,9.9250001885,9.9700002665,NA
"2018-04-19-NE146S-1","BSA",53,2018-04-19,"8:14:00",38.302119,-121.670231,"Chironomidae","","Insecta","",0.18108875948,13.55000019,215.0999985,9.9250001885,9.9700002665,NA
"2018-04-19-NE146S-1","BSA",53,2018-04-19,"8:14:00",38.302119,-121.670231,"Gastropoda","","Mollusca","",0.18108875948,13.55000019,215.0999985,9.9250001885,9.9700002665,NA
"2018-04-19-NE147S-4","BSA",53,2018-04-19,"9:33:00",38.277826,-121.672869,"Alonella","","Cladocera","Adult",0.0200129368,14.25,209.4499969,10.3400001535,4.230000019,NA
"2018-04-19-NE147S-4","BSA",53,2018-04-19,"9:33:00",38.277826,-121.672869,"Bosmina","","Cladocera","Adult",0.24015524161,14.25,209.4499969,10.3400001535,4.230000019,NA
"2018-04-19-NE147S-4","BSA",53,2018-04-19,"9:33:00",38.277826,-121.672869,"Camptocercus","","Cladocera","Adult",0.0200129368,14.25,209.4499969,10.3400001535,4.230000019,NA
"2018-04-19-NE147S-4","BSA",53,2018-04-19,"9:33:00",38.277826,-121.672869,"Ceriodaphnia","","Cladocera","Adult",0.0800517472,14.25,209.4499969,10.3400001535,4.230000019,NA
"2018-04-19-NE147S-4","BSA",53,2018-04-19,"9:33:00",38.277826,-121.672869,"Chydorus","","Cladocera","Adult",0.0800517472,14.25,209.4499969,10.3400001535,4.230000019,NA
"2018-04-19-NE147S-4","BSA",53,2018-04-19,"9:33:00",38.277826,-121.672869,"Calanoid","","Copepoda","Copepodid",2.52163003694,14.25,209.4499969,10.3400001535,4.230000019,NA
"2018-04-19-NE147S-4","BSA",53,2018-04-19,"9:33:00",38.277826,-121.672869,"Cyclopoid","","Copepoda","Copepodid",1.52098319689,14.25,209.4499969,10.3400001535,4.230000019,NA
"2018-04-19-NE147S-4","BSA",53,2018-04-19,"9:33:00",38.277826,-121.672869,"Diacyclops","thomasi","Copepoda","Adult",0.0200129368,14.25,209.4499969,10.3400001535,4.230000019,NA
"2018-04-19-NE147S-4","BSA",53,2018-04-19,"9:33:00",38.277826,-121.672869,"Eurytemora","affinis","Copepoda","Adult",0.0600388104,14.25,209.4499969,10.3400001535,4.230000019,NA
"2018-04-19-NE147S-4","BSA",53,2018-04-19,"9:33:00",38.277826,-121.672869,"Harpacticoida","","Copepoda","Adult",0.0600388104,14.25,209.4499969,10.3400001535,4.230000019,NA
"2018-04-19-NE147S-4","BSA",53,2018-04-19,"9:33:00",38.277826,-121.672869,"Sinocalanus","doerri","Copepoda","Adult",0.0400258736,14.25,209.4499969,10.3400001535,4.230000019,NA
"2018-04-19-NE147S-4","BSA",53,2018-04-19,"9:33:00",38.277826,-121.672869,"Copepod","","Copepoda","Nauplii",18.60279448501,14.25,209.4499969,10.3400001535,4.230000019,NA
"2018-04-19-NE147S-4","BSA",53,2018-04-19,"9:33:00",38.277826,-121.672869,"Ostracoda","","Ostracoda","Adult",0.05849935373,14.25,209.4499969,10.3400001535,4.230000019,NA
"2018-04-19-NE147S-4","BSA",53,2018-04-19,"9:33:00",38.277826,-121.672869,"Bdelloid","","Rotifera","Adult",0.11699870745,14.25,209.4499969,10.3400001535,4.230000019,NA
"2018-04-19-NE147S-4","BSA",53,2018-04-19,"9:33:00",38.277826,-121.672869,"Euchlanis","","Rotifera","Adult",0.17549806118,14.25,209.4499969,10.3400001535,4.230000019,NA
"2018-04-19-NE147S-4","BSA",53,2018-04-19,"9:33:00",38.277826,-121.672869,"Keratella","","Rotifera","Adult",0.17549806118,14.25,209.4499969,10.3400001535,4.230000019,NA
"2018-04-19-NE147S-4","BSA",53,2018-04-19,"9:33:00",38.277826,-121.672869,"Lepadella","","Rotifera","Adult",0.23399741491,14.25,209.4499969,10.3400001535,4.230000019,NA
"2018-04-19-NE147S-4","BSA",53,2018-04-19,"9:33:00",38.277826,-121.672869,"Polyarthra","","Rotifera","Adult",0.40949547609,14.25,209.4499969,10.3400001535,4.230000019,NA
"2018-04-19-NE147S-4","BSA",53,2018-04-19,"9:33:00",38.277826,-121.672869,"Synchaeta","","Rotifera","Adult",1.52098319689,14.25,209.4499969,10.3400001535,4.230000019,NA
"2018-04-19-NE147S-4","BSA",53,2018-04-19,"9:33:00",38.277826,-121.672869,"Gastropoda","","Mollusca","",0.10006468401,14.25,209.4499969,10.3400001535,4.230000019,NA
"2018-04-19-NE147S-4","BSA",53,2018-04-19,"9:33:00",38.277826,-121.672869,"Nematoda","","Nematoda","",0.0200129368,14.25,209.4499969,10.3400001535,4.230000019,NA
"2018-04-19-NE147S-4","BSA",53,2018-04-19,"9:33:00",38.277826,-121.672869,"Chironomidae","","Insecta","",0.00321901206,14.25,209.4499969,10.3400001535,4.230000019,NA
"2018-04-19-NE147S-4","BSA",53,2018-04-19,"9:33:00",38.277826,-121.672869,"Coenagrionidae","","Insecta","",0.00040237651,14.25,209.4499969,10.3400001535,4.230000019,NA
"2018-04-19-NE147S-4","BSA",53,2018-04-19,"9:33:00",38.277826,-121.672869,"Diptera","","Insecta","",0.00040237651,14.25,209.4499969,10.3400001535,4.230000019,NA
"2018-04-23-SW140S-9","BSA",53,2018-04-23,"12:14:00",38.264909,-121.680626,"Alona","","Cladocera","Adult",0.01557475456,17.44999981,181.34999845,10.934999945,4.375,NA
"2018-04-23-SW140S-9","BSA",53,2018-04-23,"12:14:00",38.264909,-121.680626,"Alonella","","Cladocera","Adult",0.01168106592,17.44999981,181.34999845,10.934999945,4.375,NA
"2018-04-23-SW140S-9","BSA",53,2018-04-23,"12:14:00",38.264909,-121.680626,"Bosmina","","Cladocera","Adult",0.22583394114,17.44999981,181.34999845,10.934999945,4.375,NA
"2018-04-23-SW140S-9","BSA",53,2018-04-23,"12:14:00",38.264909,-121.680626,"Camptocercus","","Cladocera","Adult",0.00389368864,17.44999981,181.34999845,10.934999945,4.375,NA
"2018-04-23-SW140S-9","BSA",53,2018-04-23,"12:14:00",38.264909,-121.680626,"Ceriodaphnia","","Cladocera","Adult",0.0389368864,17.44999981,181.34999845,10.934999945,4.375,NA
"2018-04-23-SW140S-9","BSA",53,2018-04-23,"12:14:00",38.264909,-121.680626,"Chydorus","","Cladocera","Adult",0.08566115009,17.44999981,181.34999845,10.934999945,4.375,NA
"2018-04-23-SW140S-9","BSA",53,2018-04-23,"12:14:00",38.264909,-121.680626,"Graptoleberis","","Cladocera","Adult",0.00778737728,17.44999981,181.34999845,10.934999945,4.375,NA
"2018-04-23-SW140S-9","BSA",53,2018-04-23,"12:14:00",38.264909,-121.680626,"Sida","","Cladocera","Adult",0.00389368864,17.44999981,181.34999845,10.934999945,4.375,NA
"2018-04-23-SW140S-9","BSA",53,2018-04-23,"12:14:00",38.264909,-121.680626,"Simocephalus","","Cladocera","Adult",0.01557475456,17.44999981,181.34999845,10.934999945,4.375,NA
