"bottle.ID","Date","genus","species","division","notes","NetRadius_cm","TowVolume_L","TotalSampleVolume_mL","Aliquot_mL","CountFactor","NumberIndividualsCounted","NumberPerLiter","BiomassFactor","SpeciesBiomass_ugdwL","file_name","Station"
"NL84",2018-04-02,"cyclopoid","copepodid","Copepoda","Specimens degraded.",15.24,689.441590714061,255,3,0.123288181544088,46,5.67125635102805,1.83330849128619,10.3971624246004,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - APR 2018 - FINAL.xlsx","84"
"NL84",2018-04-02,"Diacyclops","thomasi","Copepoda","Specimens degraded.",15.24,689.441590714061,255,3,0.123288181544088,2,0.246576363088176,2.01803843962256,0.49760057901427,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - APR 2018 - FINAL.xlsx","84"
"NL84",2018-04-02,"Leptodiaptomus","siciloides","Copepoda","Specimens degraded.",15.24,689.441590714061,255,3,0.123288181544088,8,0.986305452352705,3.50338242860049,3.45540519100533,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - APR 2018 - FINAL.xlsx","84"
"NL84",2018-04-02,"Sinocalanus","doerri","Copepoda","Specimens degraded.",15.24,689.441590714061,255,3,0.123288181544088,26,3.20549272014629,5.72564425539009,18.3535109788004,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - APR 2018 - FINAL.xlsx","84"
"NL84",2018-04-02,"nauplii",NA,"Copepoda","Specimens degraded.",15.24,689.441590714061,255,3,0.123288181544088,13,1.60274636007315,0.352723352906804,0.565326069984175,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - APR 2018 - FINAL.xlsx","84"
"West Sac",2018-04-02,"Bosmina","longirostris","Cladocera","na",15.24,177.920410506854,230,6,0.215452140786605,96,20.6834055155141,1.08648602232236,22.4722309866313,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - APR 2018 - FINAL.xlsx","WSP"
"West Sac",2018-04-02,"Ceriodaphnia","spp.","Cladocera","na",15.24,177.920410506854,230,6,0.215452140786605,17,3.66268639337228,1.3847580609659,5.07193450801238,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - APR 2018 - FINAL.xlsx","WSP"
"West Sac",2018-04-02,"Daphnia","ambigua","Cladocera","na",15.24,177.920410506854,230,6,0.215452140786605,2,0.43090428157321,5.99015708671295,2.58118433596071,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - APR 2018 - FINAL.xlsx","WSP"
"West Sac",2018-04-02,"Daphnia","galeata","Cladocera","na",15.24,177.920410506854,230,6,0.215452140786605,17,3.66268639337228,5.80035061653624,21.2448652799758,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - APR 2018 - FINAL.xlsx","WSP"
"West Sac",2018-04-02,"Daphnia","sp.","Cladocera","na",15.24,177.920410506854,230,6,0.215452140786605,55,11.8498677432633,3.2998105012753,39.1023180179435,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - APR 2018 - FINAL.xlsx","WSP"
"West Sac",2018-04-02,"Acanthocyclops","vernalis","Copepoda","na",15.24,177.920410506854,230,6,0.215452140786605,1,0.215452140786605,2.65396693905548,0.571802858596375,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - APR 2018 - FINAL.xlsx","WSP"
"West Sac",2018-04-02,"calanoid","copepodid","Copepoda","na",15.24,177.920410506854,230,6,0.215452140786605,4,0.86180856314642,1.65893373836446,1.429683301415,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - APR 2018 - FINAL.xlsx","WSP"
"West Sac",2018-04-02,"cyclopoid","copepodid","Copepoda","na",15.24,177.920410506854,230,6,0.215452140786605,9,1.93906926707944,0.338542456056422,0.656457272140602,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - APR 2018 - FINAL.xlsx","WSP"
"West Sac",2018-04-02,"Sinocalanus","doerri","Copepoda","na",15.24,177.920410506854,230,6,0.215452140786605,4,0.86180856314642,6.06542813193719,5.22723790325266,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - APR 2018 - FINAL.xlsx","WSP"
"West Sac",2018-04-02,"nauplii",NA,"Copepoda","na",15.24,177.920410506854,230,6,0.215452140786605,1,0.215452140786605,0.181594253146121,0.0391248705948764,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - APR 2018 - FINAL.xlsx","WSP"
"Prospect",2018-04-02,"Alona","guttata","Cladocera","High detritus.",15.24,355.840821013709,250,12,0.0585467773876644,1,0.0585467773876644,0.919681073761741,0.0538443630931768,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - APR 2018 - FINAL.xlsx","Pro"
"Prospect",2018-04-02,"Bosmina","longirostris","Cladocera","High detritus.",15.24,355.840821013709,250,12,0.0585467773876644,3,0.175640332162993,0.979354656614541,0.172014177193152,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - APR 2018 - FINAL.xlsx","Pro"
"Prospect",2018-04-02,"Chydorus","sphaericus","Cladocera","High detritus.",15.24,355.840821013709,250,12,0.0585467773876644,20,1.17093554775329,2.13485078646966,2.49977267502639,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - APR 2018 - FINAL.xlsx","Pro"
"Prospect",2018-04-02,"Daphnia","sp.","Cladocera","High detritus.",15.24,355.840821013709,250,12,0.0585467773876644,1,0.0585467773876644,3.84393529854887,0.225050024216726,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - APR 2018 - FINAL.xlsx","Pro"
"Prospect",2018-04-02,"Pleuroxus","denticulatus","Cladocera","High detritus.",15.24,355.840821013709,250,12,0.0585467773876644,1,0.0585467773876644,1.42580146687981,0.0834760810804177,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - APR 2018 - FINAL.xlsx","Pro"
"Prospect",2018-04-02,"ostracod",NA,"Ostracoda","High detritus.",15.24,355.840821013709,250,12,0.0585467773876644,2,0.117093554775329,4.50771743170036,0.52782465800051,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - APR 2018 - FINAL.xlsx","Pro"
"Prospect",2018-04-02,"Acanthocyclops","vernalis","Copepoda","High detritus.",15.24,355.840821013709,250,12,0.0585467773876644,1,0.0585467773876644,3.76425180015379,0.220384812174719,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - APR 2018 - FINAL.xlsx","Pro"
"Prospect",2018-04-02,"calanoid","copepodid","Copepoda","High detritus.",15.24,355.840821013709,250,12,0.0585467773876644,101,5.9132245161541,1.6932843365739,10.0127704518485,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - APR 2018 - FINAL.xlsx","Pro"
"Prospect",2018-04-02,"cyclopoid","copepodid","Copepoda","High detritus.",15.24,355.840821013709,250,12,0.0585467773876644,31,1.8149500990176,1.60673827404068,2.91614978956549,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - APR 2018 - FINAL.xlsx","Pro"
"Prospect",2018-04-02,"Eurytemora","affinis","Copepoda","High detritus.",15.24,355.840821013709,250,12,0.0585467773876644,3,0.175640332162993,20.3562824291904,3.5753842074667,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - APR 2018 - FINAL.xlsx","Pro"
"Prospect",2018-04-02,"harpacticoid",NA,"Copepoda","High detritus.",15.24,355.840821013709,250,12,0.0585467773876644,2,0.117093554775329,0.240630026127731,0.0281762251449762,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - APR 2018 - FINAL.xlsx","Pro"
"Prospect",2018-04-02,"Pseudodiaptomus","forbesi","Copepoda","High detritus.",15.24,355.840821013709,250,12,0.0585467773876644,1,0.0585467773876644,7.18725987452775,0.420790903901269,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - APR 2018 - FINAL.xlsx","Pro"
"Prospect",2018-04-02,"Sinocalanus","doerri","Copepoda","High detritus.",15.24,355.840821013709,250,12,0.0585467773876644,1,0.0585467773876644,4.15135080434363,0.243048211400008,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - APR 2018 - FINAL.xlsx","Pro"
"Prospect",2018-04-02,"nauplii",NA,"Copepoda","High detritus.",15.24,355.840821013709,250,12,0.0585467773876644,42,2.4589646502819,0.295734440220041,0.727200534371989,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - APR 2018 - FINAL.xlsx","Pro"
"NL16",2018-01-30,"Alona","guttata","Cladocera","High detritus.",15.24,600.481385460634,108,108,0.00166533055680468,11,0.0183186361248514,2.23261983386387,0.0408985503416784,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","16"
"NL16",2018-01-30,"Bosmina","longirostris","Cladocera","High detritus.",15.24,600.481385460634,108,108,0.00166533055680468,51,0.0849318583970385,1.81632562751441,0.154263910998966,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","16"
"NL16",2018-01-30,"Camptocercus","spp.","Cladocera","High detritus.",15.24,600.481385460634,108,108,0.00166533055680468,1,0.00166533055680468,2.39004428497104,0.00398021377987865,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","16"
"NL16",2018-01-30,"Ceriodaphnia","spp.","Cladocera","High detritus.",15.24,600.481385460634,108,108,0.00166533055680468,5,0.00832665278402338,1.96229601073821,0.0163393575408913,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","16"
"NL16",2018-01-30,"Chydorus","sphaericus","Cladocera","High detritus.",15.24,600.481385460634,108,108,0.00166533055680468,43,0.0716092139426011,0.912807555154093,0.0653654315054521,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","16"
"NL16",2018-01-30,"Daphnia","spp.","Cladocera","High detritus.",15.24,600.481385460634,108,108,0.00166533055680468,11,0.0183186361248514,2.60498996540155,0.0477198632850803,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","16"
"NL16",2018-01-30,"ostracod",NA,"Ostracoda","High detritus.",15.24,600.481385460634,108,108,0.00166533055680468,1,0.00166533055680468,0.505722478256528,0.000842195096303584,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","16"
"NL16",2018-01-30,"calanoid","copepodid","Copepoda","High detritus.",15.24,600.481385460634,108,108,0.00166533055680468,8,0.0133226444544374,0.872351156120153,0.0116220242924062,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","16"
"NL16",2018-01-30,"cyclopoid","copepodid","Copepoda","High detritus.",15.24,600.481385460634,108,108,0.00166533055680468,38,0.0632825611585777,1.22311276198251,0.0774017081639949,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","16"
"NL16",2018-01-30,"Diacyclops","thomasi","Copepoda","High detritus.",15.24,600.481385460634,108,108,0.00166533055680468,4,0.0066613222272187,1.75558069354843,0.0116944886956102,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","16"
"NL16",2018-01-30,"harpacticoid",NA,"Copepoda","High detritus.",15.24,600.481385460634,108,108,0.00166533055680468,3,0.00499599167041403,0.72708549988553,0.00363251310110693,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","16"
"NL16",2018-01-30,"Pseudodiaptomus","forbesi","Copepoda","High detritus.",15.24,600.481385460634,108,108,0.00166533055680468,5,0.00832665278402338,2.85101868650459,0.0237394426832861,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","16"
"NL16",2018-01-30,"Sinocalanus","doerri","Copepoda","High detritus.",15.24,600.481385460634,108,108,0.00166533055680468,1,0.00166533055680468,4.32361407128636,0.00720024662874384,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","16"
"NL16",2018-01-30,"nauplii",NA,"Copepoda","High detritus.",15.24,600.481385460634,108,108,0.00166533055680468,12,0.0199839666816561,0.262546574540507,0.00524672199800043,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","16"
"NL16",2018-01-30,"Asplanchna","spp.","Rotifera","High detritus.",15.24,600.481385460634,108,108,0.00166533055680468,5,0.00832665278402338,0.990010628337501,0.00824347475465918,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","16"
"NL16",2018-01-30,"Euchlanis","spp.","Rotifera","High detritus.",15.24,600.481385460634,108,108,0.00166533055680468,2,0.00333066111360935,0.156865671875,0.000522466393374267,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","16"
"NL16",2018-01-30,"Plationus","patulus","Rotifera","High detritus.",15.24,600.481385460634,108,108,0.00166533055680468,1,0.00166533055680468,0.0330577461984,5.50520748832891e-05,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","16"
"NL16",2018-01-30,"Synchaeta","spp.","Rotifera","High detritus.",15.24,600.481385460634,108,108,0.00166533055680468,4,0.0066613222272187,0.058549798296,0.000390019072788317,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","16"
"NL16",2018-01-30,"Testudinella","spp.","Rotifera","High detritus.",15.24,600.481385460634,108,108,0.00166533055680468,2,0.00333066111360935,0.0855196505152,0.000284836974420439,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","16"
"RB34",2018-01-30,"Alona","guttata","Cladocera","na",15.24,578.241334147277,230,190,0.00209346209671195,1,0.00209346209671195,1.0994085314106,0.00230157008930983,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","34"
"RB34",2018-01-30,"Bosmina","longirostris","Cladocera","na",15.24,578.241334147277,230,190,0.00209346209671195,34,0.0711777112882063,0.866763800468729,0.0616942635448316,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","34"
"RB34",2018-01-30,"Ceriodaphnia","spp.","Cladocera","na",15.24,578.241334147277,230,190,0.00209346209671195,2,0.0041869241934239,0.0967684996122335,0.000405162372187792,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","34"
"RB34",2018-01-30,"Chydorus","sphaericus","Cladocera","na",15.24,578.241334147277,230,190,0.00209346209671195,20,0.041869241934239,0.370379305889607,0.0155075007657275,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","34"
"RB34",2018-01-30,"Daphnia","pulex complex","Cladocera","na",15.24,578.241334147277,230,190,0.00209346209671195,3,0.00628038629013585,8.35260969013196,0.0524576153847606,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","34"
"RB34",2018-01-30,"Daphnia","spp.","Cladocera","na",15.24,578.241334147277,230,190,0.00209346209671195,3,0.00628038629013585,1.34956991060027,0.00847582036411381,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","34"
"RB34",2018-01-30,"Graptoleberis","testudinaria","Cladocera","na",15.24,578.241334147277,230,190,0.00209346209671195,1,0.00209346209671195,5.34189620227931,0.0111830572240412,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","34"
"RB34",2018-01-30,"Monospilus","dispar","Cladocera","na",15.24,578.241334147277,230,190,0.00209346209671195,32,0.0669907870947824,3.00776026065889,0.201492227253947,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","34"
"RB34",2018-01-30,"ostracod",NA,"Ostracoda","na",15.24,578.241334147277,230,190,0.00209346209671195,4,0.0083738483868478,1.6564177697389,0.0138705912690741,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","34"
"RB34",2018-01-30,"Acanthocyclops","vernalis","Copepoda","na",15.24,578.241334147277,230,190,0.00209346209671195,4,0.0083738483868478,3.46134414400794,0.028984771076626,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","34"
"RB34",2018-01-30,"calanoid","copepodid","Copepoda","na",15.24,578.241334147277,230,190,0.00209346209671195,14,0.0293084693539673,3.73496285711216,0.109466044435878,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","34"
"RB34",2018-01-30,"cyclopoid","copepodid","Copepoda","na",15.24,578.241334147277,230,190,0.00209346209671195,44,0.0921123322553258,0.818473016301003,0.0753914584195367,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","34"
"RB34",2018-01-30,"Diacyclops","thomasi","Copepoda","na",15.24,578.241334147277,230,190,0.00209346209671195,17,0.0355888556441032,2.89939969968715,0.103186317366722,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","34"
"RB34",2018-01-30,"Eucyclops","pectinifer","Copepoda","na",15.24,578.241334147277,230,190,0.00209346209671195,3,0.00628038629013585,2.90675685531928,0.0182555559029056,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","34"
"RB34",2018-01-30,"Hesperodiaptomus","franciscanus","Copepoda","na",15.24,578.241334147277,230,190,0.00209346209671195,1,0.00209346209671195,56.114119191127,0.117472781617001,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","34"
"RB34",2018-01-30,"Paracyclops","spp.","Copepoda","na",15.24,578.241334147277,230,190,0.00209346209671195,2,0.0041869241934239,2.00094850515316,0.00837781970602115,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","34"
"RB34",2018-01-30,"Pseudodiaptomus","forbesi","Copepoda","na",15.24,578.241334147277,230,190,0.00209346209671195,7,0.0146542346769837,5.08906262697768,0.0745763180215978,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","34"
"RB34",2018-01-30,"nauplii",NA,"Copepoda","na",15.24,578.241334147277,230,190,0.00209346209671195,7,0.0146542346769837,0.407303987519077,0.00596872821797578,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","34"
"RB34",2018-01-30,"Asplanchna","spp.","Rotifera","na",15.24,578.241334147277,230,190,0.00209346209671195,3,0.00628038629013585,0.4058408583944,0.00254883736303716,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","34"
"RB34",2018-01-30,"Brachionus","calyciflorus","Rotifera","na",15.24,578.241334147277,230,190,0.00209346209671195,1,0.00209346209671195,0.0702597579552,0.000147086140203367,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","34"
"NL44",2018-01-30,"Alona","guttata","Cladocera","na",15.24,911.842103847629,216,130,0.00182217782500654,1,0.00182217782500654,0.690791726235132,0.00125874536524365,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","44"
"NL44",2018-01-30,"Bosmina","longirostris","Cladocera","na",15.24,911.842103847629,216,130,0.00182217782500654,40,0.0728871130002617,0.889345889198312,0.0648218543223156,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","44"
"NL44",2018-01-30,"Chydorus","sphaericus","Cladocera","na",15.24,911.842103847629,216,130,0.00182217782500654,44,0.0801758243002878,1.771786764863,0.142054464357231,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","44"
"NL44",2018-01-30,"Daphnia","sp.","Cladocera","na",15.24,911.842103847629,216,130,0.00182217782500654,4,0.00728871130002617,6.12780592791319,0.0446638083111482,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","44"
"NL44",2018-01-30,"Graptoleberis","testudinaria","Cladocera","na",15.24,911.842103847629,216,130,0.00182217782500654,1,0.00182217782500654,2.07352768848787,0.00377833617349967,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","44"
"NL44",2018-01-30,"Monospilus","dispar","Cladocera","na",15.24,911.842103847629,216,130,0.00182217782500654,1,0.00182217782500654,1.66470102897323,0.00303338130026059,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","44"
"NL44",2018-01-30,"ostracod",NA,"Ostracoda","na",15.24,911.842103847629,216,130,0.00182217782500654,1,0.00182217782500654,2.39004428497104,0.00435508569685784,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","44"
"NL44",2018-01-30,"Acanthocyclops","vernalis","Copepoda","na",15.24,911.842103847629,216,130,0.00182217782500654,5,0.00911088912503271,5.97579364674312,0.0544447933495515,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","44"
"NL44",2018-01-30,"calanoid","copepodid","Copepoda","na",15.24,911.842103847629,216,130,0.00182217782500654,25,0.0455544456251636,1.11379750128781,0.0507384277098586,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","44"
"NL44",2018-01-30,"cyclopoid","copepodid","Copepoda","na",15.24,911.842103847629,216,130,0.00182217782500654,85,0.154885115125556,2.21343734985919,0.342828498756147,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","44"
"NL44",2018-01-30,"Diacyclops","thomasi","Copepoda","na",15.24,911.842103847629,216,130,0.00182217782500654,1,0.00182217782500654,1.85782920753286,0.00338529518461585,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","44"
"NL44",2018-01-30,"Eucyclops","pectinifer","Copepoda","na",15.24,911.842103847629,216,130,0.00182217782500654,1,0.00182217782500654,6.41540048040565,0.0116900004939315,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","44"
"NL44",2018-01-30,"Eurytemora","affinis","Copepoda","na",15.24,911.842103847629,216,130,0.00182217782500654,1,0.00182217782500654,11.6596537455858,0.021245962502461,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","44"
"NL44",2018-01-30,"Pseudodiaptomus","forbesi","Copepoda","na",15.24,911.842103847629,216,130,0.00182217782500654,10,0.0182217782500654,5.22217629255426,0.0951573383856725,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","44"
"NL44",2018-01-30,"Sinocalanus","doerri","Copepoda","na",15.24,911.842103847629,216,130,0.00182217782500654,1,0.00182217782500654,6.28078965989273,0.0114447156417869,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","44"
"NL44",2018-01-30,"nauplii",NA,"Copepoda","na",15.24,911.842103847629,216,130,0.00182217782500654,26,0.0473766234501701,0.317547382766909,0.0150443227809349,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","44"
"NL44",2018-01-30,"Asplanchna","spp.","Rotifera","na",15.24,911.842103847629,216,130,0.00182217782500654,1,0.00182217782500654,1.4778001216,0.00269281461137149,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","44"
"NL44",2018-01-30,"Brachionus","calyciflorus","Rotifera","na",15.24,911.842103847629,216,130,0.00182217782500654,2,0.00364435565001308,0.2644619695872,0.000963793473078701,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","44"
"NL44",2018-01-30,"Synchaeta","spp.","Rotifera","na",15.24,911.842103847629,216,130,0.00182217782500654,3,0.00546653347501963,0.068860265177,0.000376426944688799,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","44"
"NL56",2018-01-30,"Alona","guttata","Cladocera","High algae and detritus.",15.24,733.921693340774,248,59,0.0057273001583791,3,0.0171819004751373,0.403991566734947,0.00694134289243465,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","56"
"NL56",2018-01-30,"Bosmina","longirostris","Cladocera","High algae and detritus.",15.24,733.921693340774,248,59,0.0057273001583791,15,0.0859095023756865,0.540672491653043,0.0464489047061355,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","56"
"NL56",2018-01-30,"Ceriodaphnia","spp.","Cladocera","High algae and detritus.",15.24,733.921693340774,248,59,0.0057273001583791,3,0.0171819004751373,1.52501894801836,0.02620272378755,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","56"
"NL56",2018-01-30,"Chydorus","sphaericus","Cladocera","High algae and detritus.",15.24,733.921693340774,248,59,0.0057273001583791,8,0.0458184012670328,0.544300985670574,0.0249390009714958,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","56"
"NL56",2018-01-30,"Daphnia","spp.","Cladocera","High algae and detritus.",15.24,733.921693340774,248,59,0.0057273001583791,2,0.0114546003167582,3.54948262682982,0.0406579048216126,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","56"
"NL56",2018-01-30,"Leydigia","sp.","Cladocera","High algae and detritus.",15.24,733.921693340774,248,59,0.0057273001583791,1,0.0057273001583791,9.7994912519704,0.0561246277994447,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","56"
"NL56",2018-01-30,"Monospilus","dispar","Cladocera","High algae and detritus.",15.24,733.921693340774,248,59,0.0057273001583791,4,0.0229092006335164,0.821821116585936,0.0188272648447277,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","56"
"NL56",2018-01-30,"ostracod",NA,"Ostracoda","High algae and detritus.",15.24,733.921693340774,248,59,0.0057273001583791,1,0.0057273001583791,0.214201034089028,0.00122679361646306,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","56"
"NL56",2018-01-30,"Acanthocyclops","vernalis","Copepoda","High algae and detritus.",15.24,733.921693340774,248,59,0.0057273001583791,4,0.0229092006335164,8.39802112065237,0.192391950777533,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","56"
"NL56",2018-01-30,"calanoid","copepodid","Copepoda","High algae and detritus.",15.24,733.921693340774,248,59,0.0057273001583791,24,0.137455203801098,1.2168536126738,0.16726286132618,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","56"
"NL56",2018-01-30,"cyclopoid","copepodid","Copepoda","High algae and detritus.",15.24,733.921693340774,248,59,0.0057273001583791,43,0.246273906810301,0.695923763033811,0.171387863964463,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","56"
"NL56",2018-01-30,"Diacyclops","thomasi","Copepoda","High algae and detritus.",15.24,733.921693340774,248,59,0.0057273001583791,1,0.0057273001583791,4.731826432754,0.0271005902777344,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","56"
"NL56",2018-01-30,"Eucyclops","spp.","Copepoda","High algae and detritus.",15.24,733.921693340774,248,59,0.0057273001583791,2,0.0114546003167582,4.60072528387808,0.0526994692940273,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","56"
"NL56",2018-01-30,"Eurytemora","affinis","Copepoda","High algae and detritus.",15.24,733.921693340774,248,59,0.0057273001583791,2,0.0114546003167582,15.3308910169584,0.175609229099037,"20190122 - UC DAVIS - SACRAMENTO ZOOPS - JAN 2018 - FINAL.xlsx","56"
